ref_date,geo,dguid,median_hh_total_income_2020,median_hh_total_income_2015,median_hh_aftertax_income_2020,median_hh_aftertax_income_2015,households_2021
2021,0787.02 - Montréal,2021S05074620787.02,65000,60400,57600,53200,2365
2021,0788.00 - Montréal,2021S05074620788.00,52400,48800,47200,43600,2905
2021,0789.01 - Montréal,2021S05074620789.01,83000,72500,70500,62400,2160
2021,0789.02 - Montréal,2021S05074620789.02,72000,67000,62800,58000,1810
2021,0790.01 - Montréal,2021S05074620790.01,81000,76500,69500,65000,2045
2021,0790.02 - Montréal,2021S05074620790.02,74000,68000,63600,58400,1705
2021,0791.01 - Montréal,2021S05074620791.01,97000,95000,81000,79500,1260
2021,0791.02 - Montréal,2021S05074620791.02,90000,81000,76000,67000,2765
2021,0792.00 - Montréal,2021S05074620792.00,85000,81000,73500,68500,1885
2021,0800.01 - Montréal,2021S05074620800.01,88000,80000,75500,66500,2040
2021,0800.02 - Montréal,2021S05074620800.02,63600,61200,55600,54000,2460
2021,0801.00 - Montréal,2021S05074620801.00,77500,69500,68000,61200,2995
2021,0802.00 - Montréal,2021S05074620802.00,81000,67000,70000,58400,1330
2021,0804.01 - Montréal,2021S05074620804.01,78000,72000,67000,62400,3215
2021,0804.02 - Montréal,2021S05074620804.02,100000,88000,84000,74500,820
2021,0805.01 - Montréal,2021S05074620805.01,83000,76000,70500,64500,2060
2021,0805.02 - Montréal,2021S05074620805.02,71000,63600,62800,56400,1615
2021,0806.01 - Montréal,2021S05074620806.01,70500,62800,62800,56000,1430
2021,0806.02 - Montréal,2021S05074620806.02,93000,84000,79000,72000,1940
2021,0807.01 - Montréal,2021S05074620807.01,107000,97000,90000,81000,3410
2021,0807.02 - Montréal,2021S05074620807.02,90000,81000,76500,69500,1990
2021,0825.02 - Montréal,2021S05074620825.02,73500,68500,65500,59600,1555
2021,0825.03 - Montréal,2021S05074620825.03,62400,55200,56000,50400,2540
2021,0825.04 - Montréal,2021S05074620825.04,72000,64000,63200,57200,2195
2021,0825.05 - Montréal,2021S05074620825.05,69500,64000,62400,56800,2140
2021,0825.06 - Montréal,2021S05074620825.06,91000,79000,79000,68500,1925
2021,0825.07 - Montréal,2021S05074620825.07,87000,84000,73500,69500,2890
2021,0825.08 - Montréal,2021S05074620825.08,86000,81000,70500,67500,1645
2021,0826.02 - Montréal,2021S05074620826.02,97000,89000,84000,75000,1735
2021,0826.05 - Montréal,2021S05074620826.05,93000,87000,79000,74500,1635
2021,0826.06 - Montréal,2021S05074620826.06,80000,69000,71000,61200,1480
2021,0826.07 - Montréal,2021S05074620826.07,79500,76000,66000,65000,2160
2021,0826.08 - Montréal,2021S05074620826.08,109000,109000,91000,89000,1225
2021,0826.09 - Montréal,2021S05074620826.09,114000,108000,94000,90000,1175
2021,0826.10 - Montréal,2021S05074620826.10,89000,84000,76000,72000,2270
2021,0826.11 - Montréal,2021S05074620826.11,77000,64500,68000,57200,1595
2021,0826.13 - Montréal,2021S05074620826.13,113000,115000,96000,94000,1340
2021,0826.15 - Montréal,2021S05074620826.15,84000,0,70500,0,3645
2021,0826.16 - Montréal,2021S05074620826.16,101000,0,85000,0,1530
2021,0827.02 - Montréal,2021S05074620827.02,61200,55600,53600,48800,3735
2021,0827.03 - Montréal,2021S05074620827.03,111000,105000,92000,87000,2800
2021,0827.04 - Montréal,2021S05074620827.04,115000,120000,95000,97000,4515
2021,0828.03 - Montréal,2021S05074620828.03,104000,99000,87000,80000,1970
2021,0828.04 - Montréal,2021S05074620828.04,80000,76000,69000,65000,2340
2021,0828.05 - Montréal,2021S05074620828.05,147000,152000,116000,120000,2920
2021,0828.06 - Montréal,2021S05074620828.06,132000,129000,108000,102000,1505
2021,0829.00 - Montréal,2021S05074620829.00,87000,87000,74000,74000,3480
2021,0830.01 - Montréal,2021S05074620830.01,85000,78000,72000,66500,2910
2021,0830.03 - Montréal,2021S05074620830.03,89000,83000,75500,69500,2285
2021,0830.04 - Montréal,2021S05074620830.04,95000,90000,80000,74500,1710
2021,0831.03 - Montréal,2021S05074620831.03,75500,71000,65500,61200,2240
2021,0831.04 - Montréal,2021S05074620831.04,97000,88000,83000,74000,1810
2021,0831.05 - Montréal,2021S05074620831.05,110000,106000,91000,87000,1740
2021,0831.07 - Montréal,2021S05074620831.07,88000,77000,76500,66000,1240
2021,0831.08 - Montréal,2021S05074620831.08,111000,106000,93000,88000,3785
2021,0831.09 - Montréal,2021S05074620831.09,111000,102000,94000,85000,1445
2021,0832.00 - Montréal,2021S05074620832.00,,0,,0,
2021,0833.00 - Montréal,2021S05074620833.00,103000,86000,86000,72500,2860
2021,0834.00 - Montréal,2021S05074620834.00,94000,79500,80000,68000,1075
2021,0850.03 - Montréal,2021S05074620850.03,81000,75000,70500,63600,2110
2021,0850.04 - Montréal,2021S05074620850.04,130000,123000,107000,100000,1705
2021,0850.05 - Montréal,2021S05074620850.05,102000,93000,86000,77500,1365
2021,0850.06 - Montréal,2021S05074620850.06,101000,93000,86000,78500,2000
2021,0850.07 - Montréal,2021S05074620850.07,126000,122000,102000,99000,2435
2021,0851.00 - Montréal,2021S05074620851.00,74500,65500,63600,56000,2790
2021,0852.02 - Montréal,2021S05074620852.02,100000,79000,84000,67000,385
2021,0852.03 - Montréal,2021S05074620852.03,133000,119000,107000,97000,800
2021,0852.04 - Montréal,2021S05074620852.04,115000,100000,95000,83000,2065
2021,0852.05 - Montréal,2021S05074620852.05,137000,124000,111000,100000,1030
2021,0853.02 - Montréal,2021S05074620853.02,103000,94000,86000,78000,2165
2021,0853.03 - Montréal,2021S05074620853.03,97000,92000,81000,76000,2440
2021,0853.04 - Montréal,2021S05074620853.04,126000,114000,104000,93000,1955
2021,0854.01 - Montréal,2021S05074620854.01,142000,132000,112000,104000,1975
2021,0854.02 - Montréal,2021S05074620854.02,128000,121000,102000,97000,2350
2021,0855.01 - Montréal,2021S05074620855.01,108000,100000,90000,82000,1930
2021,0855.03 - Montréal,2021S05074620855.03,84000,76500,70000,63600,3045
2021,0855.04 - Montréal,2021S05074620855.04,180000,170000,139000,131000,1150
2021,0856.00 - Montréal,2021S05074620856.00,75500,78000,64500,65500,1770
2021,0857.01 - Montréal,2021S05074620857.01,75500,75500,65500,65000,2295
2021,0857.02 - Montréal,2021S05074620857.02,83000,74000,72000,65000,1670
2021,0857.06 - Montréal,2021S05074620857.06,89000,81000,76000,69000,2245
2021,0857.07 - Montréal,2021S05074620857.07,112000,104000,94000,87000,2700
2021,0857.08 - Montréal,2021S05074620857.08,65000,59200,56400,51600,2955
2021,0857.09 - Montréal,2021S05074620857.09,94000,93000,78000,78000,2320
2021,0857.10 - Montréal,2021S05074620857.10,102000,103000,86000,85000,3105
2021,0857.11 - Montréal,2021S05074620857.11,87000,81000,73500,68500,1505
2021,0857.12 - Montréal,2021S05074620857.12,92000,82000,80000,69500,1520
2021,0858.01 - Montréal,2021S05074620858.01,90000,81000,78000,69000,1855
2021,0858.02 - Montréal,2021S05074620858.02,77500,67000,68000,58800,1580
2021,0858.04 - Montréal,2021S05074620858.04,105000,93000,88000,79500,2055
2021,0858.05 - Montréal,2021S05074620858.05,104000,91000,88000,77500,1175
2021,0859.00 - Montréal,2021S05074620859.00,81000,63200,70500,56400,1200
2021,0860.01 - Montréal,2021S05074620860.01,85000,76500,74000,65500,2440
2021,0860.02 - Montréal,2021S05074620860.02,75000,66000,65500,58000,1600
2021,0861.00 - Montréal,2021S05074620861.00,60800,56000,53600,49600,3320
2021,0862.00 - Montréal,2021S05074620862.00,83000,78500,69000,63600,3160
2021,0863.01 - Montréal,2021S05074620863.01,96000,96000,81000,78000,1595
2021,0863.02 - Montréal,2021S05074620863.02,73000,72000,61200,58800,3700
2021,0864.00 - Montréal,2021S05074620864.00,129000,120000,102000,94000,2095
2021,0865.00 - Montréal,2021S05074620865.00,52000,43200,46400,38800,990
2021,0866.00 - Montréal,2021S05074620866.00,50800,42800,45200,38000,1750
2021,0867.00 - Montréal,2021S05074620867.00,60800,50800,53200,45200,3365
2021,0868.01 - Montréal,2021S05074620868.01,77500,69500,68000,60800,2470
2021,0868.02 - Montréal,2021S05074620868.02,65000,53600,57600,48800,2860
2021,0869.00 - Montréal,2021S05074620869.00,80000,84000,69000,71000,1300
2021,0870.01 - Montréal,2021S05074620870.01,67000,58000,59600,51200,1600
2021,0870.02 - Montréal,2021S05074620870.02,65500,59200,58000,53200,1015
2021,0871.01 - Montréal,2021S05074620871.01,58400,50400,50800,45600,1795
2021,0871.02 - Montréal,2021S05074620871.02,77500,70000,68000,62000,840
2021,0872.00 - Montréal,2021S05074620872.00,58800,50400,52400,45200,3040
2021,0873.01 - Montréal,2021S05074620873.01,54400,46000,49600,42400,1990
2021,0873.02 - Montréal,2021S05074620873.02,53600,46000,48400,42000,2255
2021,0874.00 - Montréal,2021S05074620874.00,61200,51200,54000,46000,2385
2021,0875.00 - Montréal,2021S05074620875.00,52800,46000,46400,41200,2520
2021,0876.01 - Montréal,2021S05074620876.01,60000,46000,54000,42400,1685
2021,0876.04 - Montréal,2021S05074620876.04,124000,113000,102000,92000,2930
2021,0876.05 - Montréal,2021S05074620876.05,89000,82000,75000,68500,4095
2021,0876.06 - Montréal,2021S05074620876.06,72500,65500,63200,56800,2480
2021,0876.07 - Montréal,2021S05074620876.07,74500,75500,63600,64500,1045
2021,0877.01 - Montréal,2021S05074620877.01,89000,87000,74000,71000,4185
2021,0877.02 - Montréal,2021S05074620877.02,69500,60800,61200,53200,2635
2021,0878.00 - Montréal,2021S05074620878.00,53600,45200,48400,40400,2735
2021,0879.01 - Montréal,2021S05074620879.01,52000,45600,47200,41200,1785
2021,0879.02 - Montréal,2021S05074620879.02,67000,60800,56800,52000,1960
2021,0880.00 - Montréal,2021S05074620880.00,57600,52400,50800,45600,2185
2021,0881.01 - Montréal,2021S05074620881.01,58400,48400,51600,44400,1825
2021,0881.02 - Montréal,2021S05074620881.02,58800,48400,51200,43600,1870
2021,0882.00 - Montréal,2021S05074620882.00,56800,48400,50000,43200,1405
2021,0883.00 - Montréal,2021S05074620883.00,59200,52400,52400,46000,1375
2021,0884.01 - Montréal,2021S05074620884.01,62400,57600,53600,50000,1955
2021,0884.02 - Montréal,2021S05074620884.02,56400,49200,49200,43200,4360
2021,0885.00 - Montréal,2021S05074620885.00,63600,60000,54800,51200,1880
2021,0886.01 - Montréal,2021S05074620886.01,74500,68500,63200,58800,1505
2021,0886.02 - Montréal,2021S05074620886.02,105000,103000,87000,84000,1265
2021,0886.03 - Montréal,2021S05074620886.03,62800,54800,54800,48000,1645
2021,0887.03 - Montréal,2021S05074620887.03,131000,123000,106000,99000,1335
2021,0887.04 - Montréal,2021S05074620887.04,94000,85000,78000,70500,2305
2021,0887.05 - Montréal,2021S05074620887.05,114000,105000,93000,86000,1870
2021,0887.06 - Montréal,2021S05074620887.06,140000,140000,111000,109000,1685
2021,0887.07 - Montréal,2021S05074620887.07,,0,,0,
2021,0888.01 - Montréal,2021S05074620888.01,125000,116000,97000,92000,1340
2021,0888.02 - Montréal,2021S05074620888.02,132000,127000,106000,102000,2035
2021,0888.03 - Montréal,2021S05074620888.03,121000,130000,97000,100000,2125
2021,0889.01 - Montréal,2021S05074620889.01,63600,58000,54800,50000,1285
2021,0889.02 - Montréal,2021S05074620889.02,88000,86000,74500,72000,1340
2021,0889.03 - Montréal,2021S05074620889.03,104000,94000,86000,77000,1975
2021,0900.00 - Montréal,2021S05074620900.00,78500,71500,68500,61200,2155
2021,0901.01 - Montréal,2021S05074620901.01,71000,67000,61600,57200,2315
2021,0901.02 - Montréal,2021S05074620901.02,92000,86000,77500,72500,1760
2021,0901.03 - Montréal,2021S05074620901.03,111000,109000,91000,89000,3915
2021,0902.00 - Montréal,2021S05074620902.00,86000,79500,72500,66500,2410
2021,0903.01 - Montréal,2021S05074620903.01,95000,93000,79000,76000,2965
2021,0903.04 - Montréal,2021S05074620903.04,96000,88000,82000,73500,1615
2021,0903.05 - Montréal,2021S05074620903.05,103000,95000,86000,78500,1455
2021,0903.08 - Montréal,2021S05074620903.08,107000,101000,89000,84000,1020
2021,0903.09 - Montréal,2021S05074620903.09,89000,79500,75500,67500,2580
2021,0903.10 - Montréal,2021S05074620903.10,95000,85000,81000,72500,2525
2021,0903.11 - Montréal,2021S05074620903.11,147000,138000,118000,110000,1275
2021,0903.12 - Montréal,2021S05074620903.12,115000,117000,95000,94000,2415
2021,0903.13 - Montréal,2021S05074620903.13,114000,106000,94000,87000,1170
2021,0903.14 - Montréal,2021S05074620903.14,105000,98000,89000,82000,870
2021,0904.02 - Montréal,2021S05074620904.02,90000,78000,75000,65500,2180
2021,0904.03 - Montréal,2021S05074620904.03,107000,103000,89000,85000,1815
2021,0904.04 - Montréal,2021S05074620904.04,115000,108000,95000,89000,1340
2021,0904.05 - Montréal,2021S05074620904.05,87000,82000,75500,70000,1545
2021,0904.06 - Montréal,2021S05074620904.06,119000,117000,99000,96000,1535
2021,0926.01 - Montréal,2021S05074620926.01,77500,68000,67000,58800,2415
2021,0926.02 - Montréal,2021S05074620926.02,85000,75000,72000,64000,1975
2021,0929.01 - Montréal,2021S05074620929.01,98000,89000,82000,74000,1600
2021,0929.02 - Montréal,2021S05074620929.02,110000,101000,92000,84000,1735
2021,0930.02 - Montréal,2021S05074620930.02,93000,88000,77500,73000,4000
2021,0930.03 - Montréal,2021S05074620930.03,119000,115000,98000,94000,970
2021,0930.04 - Montréal,2021S05074620930.04,115000,110000,94000,89000,2795
2021,1000.00 - Montréal,2021S05074621000.00,75000,65000,66000,57600,2285
2021,1001.00 - Montréal,2021S05074621001.00,86000,74500,72500,64500,1295
2021,1002.00 - Montréal,2021S05074621002.00,90000,82000,75500,69500,2390
2021,1003.00 - Montréal,2021S05074621003.00,91000,87000,77000,72500,2930
2021,1004.00 - Montréal,2021S05074621004.00,79500,73500,68000,62000,2410
2021,1005.00 - Montréal,2021S05074621005.00,87000,81000,73500,68000,3990
2021,1006.01 - Montréal,2021S05074621006.01,68000,58000,60000,52000,3145
2021,1006.02 - Montréal,2021S05074621006.02,79500,70000,69500,60800,2725
2021,1006.03 - Montréal,2021S05074621006.03,86000,73500,74500,63600,3420
2021,1009.00 - Montréal,2021S05074621009.00,82000,68500,70500,59600,2165
2021,2001.00 - Montréal,2021S05074622001.00,93000,83000,79500,70000,3285
2021,2002.00 - Montréal,2021S05074622002.00,88000,82000,75500,71000,170
2021,2003.00 - Montréal,2021S05074622003.00,,0,,0,
2021,2004.00 - Montréal,2021S05074622004.00,56800,46000,51200,42000,1510
2021,2005.00 - Montréal,2021S05074622005.00,58400,48000,50800,43600,1940
2021,2006.00 - Montréal,2021S05074622006.00,,0,,0,
2021,2007.00 - Montréal,2021S05074622007.00,45200,34000,40400,31000,800
2021,2008.00 - Montréal,2021S05074622008.00,50800,40400,45200,36400,1375
2021,2009.00 - Montréal,2021S05074622009.00,73000,67000,62800,57200,2570
2021,2010.00 - Montréal,2021S05074622010.00,,0,,0,
2021,2011.00 - Montréal,2021S05074622011.00,44800,37200,40400,34000,1220
2021,2012.00 - Montréal,2021S05074622012.00,47600,44000,42400,38000,945
2021,2013.00 - Montréal,2021S05074622013.00,82000,72500,70500,62000,1705
2021,2014.00 - Montréal,2021S05074622014.00,55600,53600,48400,47200,1920
2021,2015.00 - Montréal,2021S05074622015.00,40400,35600,37200,33600,3140
2021,2100.00 - Montréal,2021S05074622100.00,110000,100000,92000,83000,715
2021,2101.00 - Montréal,2021S05074622101.00,94000,78500,80000,69000,390
2021,2102.00 - Montréal,2021S05074622102.00,104000,95000,86000,79500,400
2021,2103.00 - Montréal,2021S05074622103.00,74000,71000,65500,61600,740
2021,2200.00 - Montréal,2021S05074622200.00,98000,90000,83000,75000,2195
2021,2201.00 - Montréal,2021S05074622201.00,99000,89000,83000,75500,1715
2021,2202.00 - Montréal,2021S05074622202.00,95000,96000,81000,79000,3180
2021,2203.00 - Montréal,2021S05074622203.00,117000,99000,98000,82000,1450
2021,2204.00 - Montréal,2021S05074622204.00,105000,90000,89000,74500,365
2021,2205.00 - Montréal,2021S05074622205.00,90000,85000,76000,71000,1710
2021,2206.00 - Montréal,2021S05074622206.00,117000,103000,98000,84000,665
2021,2207.00 - Montréal,2021S05074622207.00,119000,107000,98000,87000,335
2021,2300.00 - Montréal,2021S05074622300.00,72000,64500,63200,56400,1285
2021,2301.00 - Montréal,2021S05074622301.00,51200,42800,46000,38400,1545
2021,2302.00 - Montréal,2021S05074622302.00,63600,59200,57200,52000,1200
2021,2303.00 - Montréal,2021S05074622303.00,,0,,0,
2021,2304.00 - Montréal,2021S05074622304.00,92000,84000,78000,71000,445
2021,2400.00 - Montréal,2021S05074622400.00,80000,68500,69500,60000,1145
2021,2401.00 - Montréal,2021S05074622401.00,100000,88000,84000,74500,1545
2021,2402.00 - Montréal,2021S05074622402.00,111000,105000,93000,87000,1305
