ref_date,geo,dguid,median_hh_total_income_2020,median_hh_total_income_2015,median_hh_aftertax_income_2020,median_hh_aftertax_income_2015,households_2021
2021,0421.04 - Montréal,2021S05074620421.04,54800,44800,50000,42000,1710
2021,0421.05 - Montréal,2021S05074620421.05,52400,42000,49600,39600,920
2021,0421.06 - Montréal,2021S05074620421.06,58400,48000,53600,44400,2020
2021,0430.00 - Montréal,2021S05074620430.00,65500,60400,55600,51200,3705
2021,0431.00 - Montréal,2021S05074620431.00,78500,69500,68000,60000,2385
2021,0432.00 - Montréal,2021S05074620432.00,107000,94000,89000,78500,1235
2021,0433.00 - Montréal,2021S05074620433.00,89000,78000,76000,67500,1390
2021,0440.00 - Montréal,2021S05074620440.00,,0,,0,
2021,0450.00 - Montréal,2021S05074620450.00,91000,88000,76000,72000,3270
2021,0451.00 - Montréal,2021S05074620451.00,88000,82000,74500,69000,2965
2021,0452.00 - Montréal,2021S05074620452.00,83000,77500,71000,66500,3230
2021,0453.01 - Montréal,2021S05074620453.01,105000,101000,88000,83000,2080
2021,0453.02 - Montréal,2021S05074620453.02,102000,90000,87000,76500,1765
2021,0460.00 - Montréal,2021S05074620460.00,147000,140000,117000,110000,1875
2021,0461.00 - Montréal,2021S05074620461.00,138000,130000,109000,104000,1040
2021,0462.01 - Montréal,2021S05074620462.01,118000,112000,96000,90000,1920
2021,0462.02 - Montréal,2021S05074620462.02,154000,155000,120000,121000,1920
2021,0470.01 - Montréal,2021S05074620470.01,113000,107000,93000,88000,2550
2021,0470.03 - Montréal,2021S05074620470.03,155000,152000,125000,121000,1580
2021,0470.04 - Montréal,2021S05074620470.04,116000,113000,97000,94000,1215
2021,0470.05 - Montréal,2021S05074620470.05,141000,143000,114000,113000,1320
2021,0480.00 - Montréal,2021S05074620480.00,145000,129000,116000,102000,1325
2021,0490.00 - Montréal,2021S05074620490.00,58000,48800,51600,43200,1355
2021,0491.00 - Montréal,2021S05074620491.00,144000,141000,116000,112000,745
2021,0500.00 - Montréal,2021S05074620500.00,147000,126000,112000,99000,355
2021,0511.01 - Montréal,2021S05074620511.01,99000,90000,85000,77000,1190
2021,0511.02 - Montréal,2021S05074620511.02,72500,60400,64500,54800,2435
2021,0512.02 - Montréal,2021S05074620512.02,82000,78500,70500,66500,1870
2021,0512.03 - Montréal,2021S05074620512.03,58000,55200,51200,48400,1285
2021,0512.04 - Montréal,2021S05074620512.04,82000,72000,71500,63200,2405
2021,0513.01 - Montréal,2021S05074620513.01,88000,69000,78000,61600,1690
2021,0513.02 - Montréal,2021S05074620513.02,63200,54800,57200,50000,1855
2021,0514.01 - Montréal,2021S05074620514.01,85000,73500,74500,64500,2670
2021,0514.02 - Montréal,2021S05074620514.02,94000,84000,82000,72500,2165
2021,0515.01 - Montréal,2021S05074620515.01,111000,107000,93000,90000,2210
2021,0515.02 - Montréal,2021S05074620515.02,103000,92000,87000,77500,1525
2021,0515.03 - Montréal,2021S05074620515.03,92000,89000,80000,75000,1245
2021,0515.04 - Montréal,2021S05074620515.04,87000,81000,75500,70500,1340
2021,0520.02 - Montréal,2021S05074620520.02,87000,74000,76500,65500,2510
2021,0520.03 - Montréal,2021S05074620520.03,79500,71000,70000,64000,1335
2021,0520.04 - Montréal,2021S05074620520.04,75000,62800,66500,57200,1725
2021,0521.01 - Montréal,2021S05074620521.01,79500,70500,69500,61200,1955
2021,0521.04 - Montréal,2021S05074620521.04,109000,97000,93000,82000,1720
2021,0521.05 - Montréal,2021S05074620521.05,145000,132000,120000,107000,1465
2021,0521.06 - Montréal,2021S05074620521.06,110000,107000,93000,88000,1925
2021,0521.07 - Montréal,2021S05074620521.07,118000,110000,98000,92000,1265
2021,0522.01 - Montréal,2021S05074620522.01,101000,93000,87000,78000,1315
2021,0522.02 - Montréal,2021S05074620522.02,85000,81000,73000,69000,1360
2021,0523.00 - Montréal,2021S05074620523.00,118000,106000,101000,90000,810
2021,0530.00 - Montréal,2021S05074620530.00,98000,88000,84000,74500,2180
2021,0540.00 - Montréal,2021S05074620540.00,55600,47600,49600,42800,1675
2021,0550.02 - Montréal,2021S05074620550.02,102000,87000,86000,73000,1265
2021,0550.03 - Montréal,2021S05074620550.03,129000,125000,106000,102000,2275
2021,0550.04 - Montréal,2021S05074620550.04,105000,100000,88000,83000,1805
2021,0570.00 - Montréal,2021S05074620570.00,64500,54400,57600,48400,2020
2021,0580.01 - Montréal,2021S05074620580.01,69000,68000,58800,58400,2325
2021,0580.02 - Montréal,2021S05074620580.02,75500,71500,64000,60000,1610
2021,0580.03 - Montréal,2021S05074620580.03,85000,86000,72000,72500,1595
2021,0581.01 - Montréal,2021S05074620581.01,82000,74500,71500,64500,2050
2021,0581.02 - Montréal,2021S05074620581.02,67000,58400,60000,51200,1535
2021,0582.01 - Montréal,2021S05074620582.01,62800,58000,55200,50000,3060
2021,0582.02 - Montréal,2021S05074620582.02,67000,61600,58800,54000,2655
2021,0583.00 - Montréal,2021S05074620583.00,75000,66000,65500,58400,1320
2021,0584.00 - Montréal,2021S05074620584.00,62000,54000,54400,48000,3330
2021,0585.01 - Montréal,2021S05074620585.01,99000,97000,83000,80000,900
2021,0585.02 - Montréal,2021S05074620585.02,59200,55600,52800,49200,1760
2021,0590.01 - Montréal,2021S05074620590.01,70500,61600,62400,55200,2250
2021,0590.02 - Montréal,2021S05074620590.02,63600,51600,58000,47200,1395
2021,0591.01 - Montréal,2021S05074620591.01,87000,75500,75000,64000,1040
2021,0591.02 - Montréal,2021S05074620591.02,79000,65500,68000,57600,1655
2021,0592.00 - Montréal,2021S05074620592.00,68500,58000,60800,52000,3095
2021,0593.01 - Montréal,2021S05074620593.01,56800,53600,49600,46800,2585
2021,0593.02 - Montréal,2021S05074620593.02,65000,54000,57600,48800,1980
2021,0594.01 - Montréal,2021S05074620594.01,59200,48400,51600,43200,1335
2021,0594.02 - Montréal,2021S05074620594.02,72500,66000,63200,56800,3390
2021,0600.01 - Montréal,2021S05074620600.01,66500,56400,59600,51600,1585
2021,0600.02 - Montréal,2021S05074620600.02,55200,46400,50000,42800,1715
2021,0600.03 - Montréal,2021S05074620600.03,58800,52400,53200,48000,2645
2021,0601.01 - Montréal,2021S05074620601.01,68500,58400,60800,53600,1325
2021,0601.02 - Montréal,2021S05074620601.02,61200,52800,54800,48000,1940
2021,0602.01 - Montréal,2021S05074620602.01,63200,56400,57200,51200,1620
2021,0602.02 - Montréal,2021S05074620602.02,60000,50800,53600,46400,1170
2021,0603.01 - Montréal,2021S05074620603.01,62400,53200,56800,47600,1465
2021,0603.02 - Montréal,2021S05074620603.02,65000,52000,57600,47600,1580
2021,0603.03 - Montréal,2021S05074620603.03,65000,54400,58000,50000,1230
2021,0604.01 - Montréal,2021S05074620604.01,92000,87000,79500,75000,1290
2021,0604.02 - Montréal,2021S05074620604.02,66500,54400,60000,49600,1720
2021,0604.03 - Montréal,2021S05074620604.03,67500,56400,60000,51600,1225
2021,0604.04 - Montréal,2021S05074620604.04,70000,55200,62800,51600,1335
2021,0604.05 - Montréal,2021S05074620604.05,78000,64500,68500,58000,1885
2021,0605.01 - Montréal,2021S05074620605.01,57200,48800,51600,45200,1595
2021,0605.02 - Montréal,2021S05074620605.02,97000,81000,83000,70000,730
2021,0605.03 - Montréal,2021S05074620605.03,64500,54400,58400,50000,2375
2021,0605.04 - Montréal,2021S05074620605.04,69000,60800,62000,54400,1915
2021,0605.05 - Montréal,2021S05074620605.05,73000,65000,64000,58000,920
2021,0610.01 - Montréal,2021S05074620610.01,54400,42000,50000,39600,2000
2021,0610.02 - Montréal,2021S05074620610.02,60800,51600,55600,48000,1815
2021,0610.03 - Montréal,2021S05074620610.03,60800,52000,54400,47600,2185
2021,0610.04 - Montréal,2021S05074620610.04,49200,38400,45600,36800,1745
2021,0610.05 - Montréal,2021S05074620610.05,48800,36400,44400,35200,2105
2021,0610.06 - Montréal,2021S05074620610.06,60400,51600,54800,48000,1130
2021,0610.07 - Montréal,2021S05074620610.07,45600,36000,42000,34400,1555
2021,0611.01 - Montréal,2021S05074620611.01,59200,48400,54000,44800,1185
2021,0611.02 - Montréal,2021S05074620611.02,61600,48800,56000,45200,2315
2021,0612.00 - Montréal,2021S05074620612.00,60400,48000,54400,44800,1920
2021,0613.00 - Montréal,2021S05074620613.00,58800,48000,53200,44400,3145
2021,0614.00 - Montréal,2021S05074620614.00,57600,46000,51200,41600,1720
2021,0615.00 - Montréal,2021S05074620615.00,58800,49600,53600,46000,2320
2021,0616.00 - Montréal,2021S05074620616.00,58000,46800,52800,43600,2695
2021,0617.01 - Montréal,2021S05074620617.01,66500,54800,59200,50000,2195
2021,0617.02 - Montréal,2021S05074620617.02,67000,55600,58800,50400,1625
2021,0618.00 - Montréal,2021S05074620618.00,53600,45200,48000,40400,1680
2021,0619.00 - Montréal,2021S05074620619.00,46000,38000,41600,34800,2990
2021,0625.01 - Montréal,2021S05074620625.01,92000,80000,80000,69500,2175
2021,0625.02 - Montréal,2021S05074620625.02,100000,84000,86000,72000,2640
2021,0626.00 - Montréal,2021S05074620626.00,108000,94000,90000,79000,2675
2021,0627.00 - Montréal,2021S05074620627.00,65500,56400,57200,50000,2755
2021,0628.01 - Montréal,2021S05074620628.01,82000,71500,70500,62400,1975
2021,0628.02 - Montréal,2021S05074620628.02,76500,67000,66000,58800,1580
2021,0629.00 - Montréal,2021S05074620629.00,99000,88000,84000,74500,1330
2021,0630.01 - Montréal,2021S05074620630.01,117000,103000,97000,86000,1305
2021,0630.02 - Montréal,2021S05074620630.02,115000,107000,95000,89000,1950
2021,0631.00 - Montréal,2021S05074620631.00,128000,119000,105000,98000,2600
2021,0632.01 - Montréal,2021S05074620632.01,85000,75000,74500,65500,2015
2021,0632.02 - Montréal,2021S05074620632.02,87000,74500,74500,64500,1870
2021,0632.03 - Montréal,2021S05074620632.03,93000,84000,78500,71500,1810
2021,0632.04 - Montréal,2021S05074620632.04,82000,75500,70500,65000,3005
2021,0633.00 - Montréal,2021S05074620633.00,92000,82000,79500,69000,2035
2021,0634.00 - Montréal,2021S05074620634.00,77500,70000,66500,60400,1345
2021,0635.00 - Montréal,2021S05074620635.00,60400,55200,53200,48800,2410
2021,0636.00 - Montréal,2021S05074620636.00,70000,58000,61600,52400,3075
2021,0637.01 - Montréal,2021S05074620637.01,85000,76500,75000,66500,1895
2021,0637.02 - Montréal,2021S05074620637.02,60800,53600,53600,47600,2190
2021,0638.01 - Montréal,2021S05074620638.01,67000,58400,58800,51600,2525
2021,0638.02 - Montréal,2021S05074620638.02,86000,68500,76000,60800,840
2021,0638.03 - Montréal,2021S05074620638.03,66000,55600,59200,49600,1955
2021,0638.04 - Montréal,2021S05074620638.04,56800,46400,50400,41600,3155
2021,0639.00 - Montréal,2021S05074620639.00,62800,58800,54000,50800,1990
2021,0640.00 - Montréal,2021S05074620640.00,70500,56800,62000,50000,1805
2021,0641.01 - Montréal,2021S05074620641.01,63600,56000,55600,49600,4100
2021,0641.02 - Montréal,2021S05074620641.02,79000,75000,66500,62800,2005
2021,0642.00 - Montréal,2021S05074620642.00,69000,60000,60800,52800,3275
2021,0643.01 - Montréal,2021S05074620643.01,102000,114000,86000,92000,2975
2021,0643.02 - Montréal,2021S05074620643.02,67000,60800,57200,51600,5355
2021,0643.03 - Montréal,2021S05074620643.03,63600,54000,55600,48400,2455
2021,0644.00 - Montréal,2021S05074620644.00,82000,68500,69500,59600,520
2021,0645.00 - Montréal,2021S05074620645.00,46000,43200,42400,38800,2260
2021,0646.01 - Montréal,2021S05074620646.01,53200,43600,48800,40400,1565
2021,0646.02 - Montréal,2021S05074620646.02,67000,56000,59600,50800,1585
2021,0646.03 - Montréal,2021S05074620646.03,56800,47600,50000,42800,1875
2021,0647.01 - Montréal,2021S05074620647.01,62400,57600,53600,50000,1990
2021,0647.02 - Montréal,2021S05074620647.02,62000,55600,54400,49600,3500
2021,0648.00 - Montréal,2021S05074620648.00,74500,60400,67500,56000,1880
2021,0649.01 - Montréal,2021S05074620649.01,75000,66500,66500,59600,980
2021,0649.02 - Montréal,2021S05074620649.02,72000,58800,65000,54400,1980
2021,0650.01 - Montréal,2021S05074620650.01,75000,61200,67000,55600,1585
2021,0650.02 - Montréal,2021S05074620650.02,68500,53600,62400,49600,1525
2021,0650.04 - Montréal,2021S05074620650.04,81000,73000,69000,62800,2685
2021,0650.05 - Montréal,2021S05074620650.05,82000,66500,72000,59600,1460
2021,0651.01 - Montréal,2021S05074620651.01,88000,79000,77000,68500,2340
2021,0651.02 - Montréal,2021S05074620651.02,110000,96000,94000,80000,2595
2021,0652.01 - Montréal,2021S05074620652.01,107000,99000,91000,82000,3305
2021,0652.04 - Montréal,2021S05074620652.04,105000,93000,89000,78500,1520
2021,0652.06 - Montréal,2021S05074620652.06,115000,106000,96000,87000,1460
2021,0652.07 - Montréal,2021S05074620652.07,115000,108000,96000,89000,3365
2021,0652.08 - Montréal,2021S05074620652.08,120000,110000,100000,90000,1610
2021,0652.09 - Montréal,2021S05074620652.09,109000,95000,94000,82000,1295
2021,0653.00 - Montréal,2021S05074620653.00,128000,127000,107000,102000,365
2021,0654.00 - Montréal,2021S05074620654.00,176000,188000,132000,142000,355
2021,0655.01 - Montréal,2021S05074620655.01,80000,70000,70000,60800,1745
2021,0655.02 - Montréal,2021S05074620655.02,87000,78000,75500,67000,2505
2021,0656.01 - Montréal,2021S05074620656.01,76500,83000,67000,70500,3250
2021,0656.03 - Montréal,2021S05074620656.03,92000,83000,80000,71000,1430
2021,0656.04 - Montréal,2021S05074620656.04,119000,110000,101000,91000,2350
2021,0657.01 - Montréal,2021S05074620657.01,80000,72500,69000,62400,1475
2021,0657.02 - Montréal,2021S05074620657.02,90000,80000,78000,68500,2135
2021,0657.03 - Montréal,2021S05074620657.03,107000,99000,91000,84000,1415
2021,0658.01 - Montréal,2021S05074620658.01,79500,72500,70000,63200,1710
2021,0658.02 - Montréal,2021S05074620658.02,95000,90000,81000,74500,1205
2021,0658.03 - Montréal,2021S05074620658.03,97000,91000,83000,77000,3035
2021,0659.04 - Montréal,2021S05074620659.04,135000,133000,112000,107000,1645
2021,0659.05 - Montréal,2021S05074620659.05,116000,110000,95000,90000,2735
2021,0659.06 - Montréal,2021S05074620659.06,73000,79500,63600,67500,1820
2021,0659.08 - Montréal,2021S05074620659.08,103000,93000,86000,77500,2335
2021,0659.09 - Montréal,2021S05074620659.09,131000,116000,109000,96000,980
2021,0659.10 - Montréal,2021S05074620659.10,150000,134000,122000,109000,1020
2021,0659.11 - Montréal,2021S05074620659.11,88000,74000,75000,64000,2825
2021,0660.01 - Montréal,2021S05074620660.01,128000,118000,106000,97000,1800
2021,0660.02 - Montréal,2021S05074620660.02,85000,73500,74000,64000,2180
2021,0660.03 - Montréal,2021S05074620660.03,103000,97000,86000,81000,2770
2021,0661.01 - Montréal,2021S05074620661.01,102000,89000,86000,75500,3590
2021,0661.03 - Montréal,2021S05074620661.03,114000,105000,95000,87000,1525
2021,0661.04 - Montréal,2021S05074620661.04,92000,84000,79000,71500,1785
2021,0662.00 - Montréal,2021S05074620662.00,94000,87000,80000,72500,1850
2021,0675.00 - Montréal,2021S05074620675.00,60400,56000,52400,48800,3470
2021,0676.01 - Montréal,2021S05074620676.01,93000,84000,78000,71000,1430
2021,0676.02 - Montréal,2021S05074620676.02,93000,87000,81000,73500,1125
2021,0676.03 - Montréal,2021S05074620676.03,92000,86000,78000,73500,925
2021,0676.04 - Montréal,2021S05074620676.04,100000,95000,85000,79000,1180
2021,0677.01 - Montréal,2021S05074620677.01,76000,71000,65500,61200,2665
2021,0677.02 - Montréal,2021S05074620677.02,60800,56000,53600,49200,2610
2021,0677.05 - Montréal,2021S05074620677.05,127000,121000,105000,98000,1660
2021,0677.07 - Montréal,2021S05074620677.07,86000,79500,73500,67000,1595
2021,0677.09 - Montréal,2021S05074620677.09,97000,90000,82000,76500,1700
2021,0677.10 - Montréal,2021S05074620677.10,98000,94000,82000,78500,1835
2021,0677.11 - Montréal,2021S05074620677.11,148000,137000,121000,110000,1200
2021,0677.12 - Montréal,2021S05074620677.12,122000,109000,102000,91000,1570
2021,0677.13 - Montréal,2021S05074620677.13,92000,88000,78000,73000,1625
2021,0677.14 - Montréal,2021S05074620677.14,112000,109000,94000,91000,1150
2021,0681.00 - Montréal,2021S05074620681.00,83000,78500,71000,66000,1465
2021,0682.02 - Montréal,2021S05074620682.02,70000,66500,60000,57200,1215
2021,0682.04 - Montréal,2021S05074620682.04,87000,77500,74000,66500,1380
2021,0682.05 - Montréal,2021S05074620682.05,91000,86000,78000,74000,1130
2021,0682.06 - Montréal,2021S05074620682.06,110000,99000,93000,83000,1775
2021,0682.07 - Montréal,2021S05074620682.07,87000,0,74500,0,1330
2021,0682.08 - Montréal,2021S05074620682.08,102000,0,85000,0,1610
2021,0683.00 - Montréal,2021S05074620683.00,66000,60400,57600,53200,3150
2021,0684.05 - Montréal,2021S05074620684.05,109000,107000,91000,88000,2675
2021,0684.08 - Montréal,2021S05074620684.08,122000,110000,101000,90000,1935
2021,0684.09 - Montréal,2021S05074620684.09,112000,97000,95000,82000,1205
2021,0684.10 - Montréal,2021S05074620684.10,96000,88000,81000,72500,1565
2021,0684.11 - Montréal,2021S05074620684.11,86000,78000,73500,66500,1790
2021,0684.12 - Montréal,2021S05074620684.12,70000,74000,59200,61200,1465
2021,0684.13 - Montréal,2021S05074620684.13,130000,117000,108000,96000,2045
2021,0684.14 - Montréal,2021S05074620684.14,108000,116000,89000,95000,770
2021,0685.02 - Montréal,2021S05074620685.02,88000,79000,75500,67000,1665
2021,0685.03 - Montréal,2021S05074620685.03,70500,68000,60400,57600,3305
2021,0685.04 - Montréal,2021S05074620685.04,104000,94000,88000,78500,1130
2021,0685.05 - Montréal,2021S05074620685.05,87000,77500,74000,66000,1740
2021,0685.07 - Montréal,2021S05074620685.07,114000,102000,95000,85000,2055
2021,0685.09 - Montréal,2021S05074620685.09,86000,0,73500,0,1405
2021,0685.10 - Montréal,2021S05074620685.10,87000,0,73000,0,2020
2021,0685.11 - Montréal,2021S05074620685.11,125000,118000,102000,96000,895
2021,0686.01 - Montréal,2021S05074620686.01,106000,94000,88000,78500,2965
2021,0686.02 - Montréal,2021S05074620686.02,96000,84000,82000,71000,1540
2021,0686.03 - Montréal,2021S05074620686.03,94000,83000,80000,71000,1270
2021,0687.01 - Montréal,2021S05074620687.01,102000,93000,87000,78000,1675
2021,0687.04 - Montréal,2021S05074620687.04,95000,86000,81000,73000,1820
2021,0687.06 - Montréal,2021S05074620687.06,89000,82000,77000,69000,2170
2021,0687.07 - Montréal,2021S05074620687.07,94000,95000,80000,79500,2345
2021,0687.09 - Montréal,2021S05074620687.09,102000,91000,86000,77500,1310
2021,0687.11 - Montréal,2021S05074620687.11,96000,81000,82000,69500,1175
2021,0687.12 - Montréal,2021S05074620687.12,115000,102000,99000,85000,1950
2021,0687.13 - Montréal,2021S05074620687.13,109000,95000,92000,79000,2135
2021,0687.14 - Montréal,2021S05074620687.14,121000,140000,99000,111000,2430
2021,0688.02 - Montréal,2021S05074620688.02,77500,72500,67000,62000,1500
2021,0688.03 - Montréal,2021S05074620688.03,72500,69500,63600,61600,2320
2021,0688.04 - Montréal,2021S05074620688.04,88000,80000,76500,69000,2065
2021,0689.01 - Montréal,2021S05074620689.01,93000,83000,79500,71500,2500
2021,0689.02 - Montréal,2021S05074620689.02,90000,76500,76500,67000,1330
2021,0689.04 - Montréal,2021S05074620689.04,92000,80000,80000,68500,2035
2021,0689.05 - Montréal,2021S05074620689.05,98000,83000,84000,70500,1025
2021,0689.06 - Montréal,2021S05074620689.06,86000,74500,74500,64000,1865
2021,0690.00 - Montréal,2021S05074620690.00,84000,75500,72000,65000,3370
2021,0691.00 - Montréal,2021S05074620691.00,80000,73000,69500,63200,2465
2021,0692.01 - Montréal,2021S05074620692.01,106000,96000,89000,80000,2625
2021,0692.02 - Montréal,2021S05074620692.02,78000,74000,67500,65000,960
2021,0693.00 - Montréal,2021S05074620693.00,58800,52800,52000,47200,2570
2021,0694.01 - Montréal,2021S05074620694.01,102000,91000,87000,76500,1645
2021,0694.02 - Montréal,2021S05074620694.02,100000,89000,84000,74500,1410
2021,0700.01 - Montréal,2021S05074620700.01,60000,49600,52800,44000,2480
2021,0700.03 - Montréal,2021S05074620700.03,67000,56800,60400,51200,1265
2021,0700.04 - Montréal,2021S05074620700.04,63600,56000,55200,49200,2290
2021,0701.01 - Montréal,2021S05074620701.01,89000,85000,74000,69000,1365
2021,0701.02 - Montréal,2021S05074620701.02,80000,69000,69000,60000,2890
2021,0702.01 - Montréal,2021S05074620702.01,121000,110000,99000,90000,1025
2021,0702.02 - Montréal,2021S05074620702.02,131000,127000,107000,101000,2370
2021,0703.02 - Montréal,2021S05074620703.02,110000,104000,90000,85000,1630
2021,0703.03 - Montréal,2021S05074620703.03,117000,108000,95000,88000,1660
2021,0703.04 - Montréal,2021S05074620703.04,130000,123000,106000,100000,1960
2021,0704.01 - Montréal,2021S05074620704.01,64000,54400,56000,48000,2435
2021,0704.04 - Montréal,2021S05074620704.04,99000,94000,84000,78500,1665
2021,0704.05 - Montréal,2021S05074620704.05,103000,98000,86000,81000,2310
2021,0704.06 - Montréal,2021S05074620704.06,104000,91000,88000,75500,825
2021,0704.08 - Montréal,2021S05074620704.08,94000,80000,82000,72000,1485
2021,0704.09 - Montréal,2021S05074620704.09,81000,88000,69000,73000,2705
2021,0705.01 - Montréal,2021S05074620705.01,126000,118000,102000,95000,1235
2021,0705.02 - Montréal,2021S05074620705.02,66500,60800,57600,52800,2325
2021,0706.00 - Montréal,2021S05074620706.00,53200,46400,46800,41600,2250
2021,0707.00 - Montréal,2021S05074620707.00,53200,45200,47200,40400,2535
2021,0708.01 - Montréal,2021S05074620708.01,63200,55600,55200,48800,2260
2021,0708.02 - Montréal,2021S05074620708.02,74000,68000,63600,58400,2085
2021,0709.01 - Montréal,2021S05074620709.01,88000,88000,74000,73500,3930
2021,0709.02 - Montréal,2021S05074620709.02,85000,74500,72500,64000,2665
2021,0710.03 - Montréal,2021S05074620710.03,97000,87000,82000,74500,3305
2021,0710.05 - Montréal,2021S05074620710.05,143000,137000,113000,110000,3225
2021,0710.06 - Montréal,2021S05074620710.06,113000,108000,94000,87000,1290
2021,0710.07 - Montréal,2021S05074620710.07,97000,93000,82000,78000,1900
2021,0710.08 - Montréal,2021S05074620710.08,83000,75000,71500,63200,1725
2021,0710.09 - Montréal,2021S05074620710.09,196000,194000,149000,147000,1615
2021,0710.10 - Montréal,2021S05074620710.10,141000,147000,114000,116000,1730
2021,0710.11 - Montréal,2021S05074620710.11,102000,93000,86000,78000,1050
2021,0725.03 - Montréal,2021S05074620725.03,81000,73500,71000,63600,1475
2021,0725.04 - Montréal,2021S05074620725.04,89000,82000,74500,69000,1435
2021,0725.06 - Montréal,2021S05074620725.06,94000,77000,79000,68000,1015
2021,0725.07 - Montréal,2021S05074620725.07,109000,103000,91000,85000,2195
2021,0725.09 - Montréal,2021S05074620725.09,107000,101000,90000,85000,1190
2021,0725.10 - Montréal,2021S05074620725.10,86000,82000,72000,67000,2070
2021,0726.01 - Montréal,2021S05074620726.01,69000,64500,61200,56000,2945
2021,0726.03 - Montréal,2021S05074620726.03,64500,57600,56800,50800,2250
2021,0726.04 - Montréal,2021S05074620726.04,101000,97000,86000,82000,695
2021,0727.01 - Montréal,2021S05074620727.01,52400,48000,46800,43200,1710
2021,0727.02 - Montréal,2021S05074620727.02,64500,51600,56000,46000,1985
2021,0728.01 - Montréal,2021S05074620728.01,95000,87000,79500,73500,2560
2021,0728.02 - Montréal,2021S05074620728.02,87000,80000,74000,68500,1815
2021,0728.03 - Montréal,2021S05074620728.03,89000,82000,76000,69000,1070
2021,0729.00 - Montréal,2021S05074620729.00,67500,59200,58400,52400,1825
2021,0730.01 - Montréal,2021S05074620730.01,106000,97000,89000,80000,4915
2021,0730.02 - Montréal,2021S05074620730.02,83000,75000,71000,64500,2590
2021,0731.00 - Montréal,2021S05074620731.00,78000,65500,68500,57200,2590
2021,0732.01 - Montréal,2021S05074620732.01,94000,87000,79000,73500,2745
2021,0732.03 - Montréal,2021S05074620732.03,,0,,0,
2021,0732.04 - Montréal,2021S05074620732.04,86000,77000,74000,66000,1615
2021,0733.01 - Montréal,2021S05074620733.01,80000,71500,70000,61600,1730
2021,0733.02 - Montréal,2021S05074620733.02,71500,62800,61600,54400,780
2021,0734.03 - Montréal,2021S05074620734.03,105000,95000,87000,80000,2310
2021,0734.04 - Montréal,2021S05074620734.04,82000,81000,70500,69000,1710
2021,0734.05 - Montréal,2021S05074620734.05,105000,103000,87000,84000,4340
2021,0734.06 - Montréal,2021S05074620734.06,86000,75500,74000,65000,1985
2021,0734.07 - Montréal,2021S05074620734.07,88000,82000,74500,68500,5795
2021,0735.01 - Montréal,2021S05074620735.01,75000,72000,64500,61600,3140
2021,0735.02 - Montréal,2021S05074620735.02,88000,79000,75000,67500,3790
2021,0740.01 - Montréal,2021S05074620740.01,73000,66500,63200,56800,1125
2021,0740.03 - Montréal,2021S05074620740.03,95000,86000,80000,72500,2860
2021,0740.04 - Montréal,2021S05074620740.04,103000,89000,86000,75000,3775
2021,0750.01 - Montréal,2021S05074620750.01,118000,108000,97000,89000,2030
2021,0750.02 - Montréal,2021S05074620750.02,122000,117000,100000,96000,2040
2021,0750.04 - Montréal,2021S05074620750.04,82000,81000,70000,68500,810
2021,0750.06 - Montréal,2021S05074620750.06,69000,61200,58400,52800,2705
2021,0750.07 - Montréal,2021S05074620750.07,87000,77500,73500,66000,2290
2021,0751.01 - Montréal,2021S05074620751.01,87000,79500,74000,67500,2790
2021,0751.02 - Montréal,2021S05074620751.02,104000,98000,88000,82000,2845
2021,0755.01 - Montréal,2021S05074620755.01,81000,72000,69000,61600,3920
2021,0755.03 - Montréal,2021S05074620755.03,77000,89000,65500,74500,1895
2021,0755.04 - Montréal,2021S05074620755.04,100000,0,85000,0,2135
2021,0755.05 - Montréal,2021S05074620755.05,112000,0,93000,0,1785
2021,0756.02 - Montréal,2021S05074620756.02,99000,87000,85000,72500,400
2021,0756.03 - Montréal,2021S05074620756.03,120000,111000,100000,91000,2485
2021,0756.04 - Montréal,2021S05074620756.04,93000,88000,78500,74500,2340
2021,0756.05 - Montréal,2021S05074620756.05,71500,69500,61600,58400,3035
2021,0757.00 - Montréal,2021S05074620757.00,101000,92000,84000,76500,2335
2021,0758.03 - Montréal,2021S05074620758.03,134000,124000,109000,99000,1480
2021,0758.04 - Montréal,2021S05074620758.04,146000,131000,115000,104000,1930
2021,0758.05 - Montréal,2021S05074620758.05,131000,123000,107000,99000,1525
2021,0758.06 - Montréal,2021S05074620758.06,102000,95000,87000,79500,2815
2021,0760.00 - Montréal,2021S05074620760.00,98000,88000,83000,74000,2755
2021,0775.00 - Montréal,2021S05074620775.00,95000,81000,80000,68500,990
2021,0776.00 - Montréal,2021S05074620776.00,75000,65500,65500,57200,1675
2021,0777.01 - Montréal,2021S05074620777.01,72000,63200,62400,54800,2170
2021,0777.02 - Montréal,2021S05074620777.02,63200,55600,55600,49600,2445
2021,0780.00 - Montréal,2021S05074620780.00,66500,52400,58000,46800,1780
2021,0781.00 - Montréal,2021S05074620781.00,43200,36400,39600,34000,3320
2021,0782.00 - Montréal,2021S05074620782.00,50000,44400,45600,40000,1815
2021,0783.00 - Montréal,2021S05074620783.00,47200,41600,43200,38800,3475
2021,0784.00 - Montréal,2021S05074620784.00,41200,34800,38000,32800,2000
2021,0785.00 - Montréal,2021S05074620785.00,52400,43600,46800,40000,2735
2021,0786.00 - Montréal,2021S05074620786.00,62800,54800,55200,49200,2055
2021,0787.01 - Montréal,2021S05074620787.01,92000,85000,78000,72000,1290
