ct_uid,ct_dguid,ct_name,cma_uid,csd_uid,csd_name,mamh_code,blocks,population_2021,dwellings_2021,land_area_km2,has_income_2020
4620245.00,2021S05074620245.00,0245.00,462,2466023,Montréal,66023,10,2883,1680,0.2196,true
4620247.00,2021S05074620247.00,0247.00,462,2466023,Montréal,66023,7,2148,1226,0.1931,true
4620249.00,2021S05074620249.00,0249.00,462,2466023,Montréal,66023,37,4188,2304,0.53,true
4620250.00,2021S05074620250.00,0250.00,462,2466023,Montréal,66023,37,3994,2057,0.4483,true
4620251.01,2021S05074620251.01,0251.01,462,2466023,Montréal,66023,22,3669,1612,0.475,true
4620251.02,2021S05074620251.02,0251.02,462,2466023,Montréal,66023,23,2649,1309,0.2366,true
4620252.00,2021S05074620252.00,0252.00,462,2466023,Montréal,66023,23,5186,2506,0.3256,true
4620253.00,2021S05074620253.00,0253.00,462,2466023,Montréal,66023,40,3598,1636,0.4583,true
4620254.00,2021S05074620254.00,0254.00,462,2466023,Montréal,66023,42,4029,1932,0.6137,true
4620256.00,2021S05074620256.00,0256.00,462,2466023,Montréal,66023,27,3877,1660,1.8429,true
4620257.00,2021S05074620257.00,0257.00,462,2466023,Montréal,66023,18,4500,1796,1.3089,true
4620258.00,2021S05074620258.00,0258.00,462,2466023,Montréal,66023,24,5314,1929,0.3957,true
4620259.00,2021S05074620259.00,0259.00,462,2466023,Montréal,66023,33,6349,2593,0.3706,true
4620260.00,2021S05074620260.00,0260.00,462,2466023,Montréal,66023,9,2338,946,0.5355,true
4620261.00,2021S05074620261.00,0261.00,462,2466023,Montréal,66023,11,2858,1196,0.6002,true
4620262.00,2021S05074620262.00,0262.00,462,2466023,Montréal,66023,15,4866,1932,0.768,true
4620263.00,2021S05074620263.00,0263.00,462,2466023,Montréal,66023,26,4135,1849,0.754,true
4620264.01,2021S05074620264.01,0264.01,462,2466023,Montréal,66023,30,5369,2575,1.2271,true
4620264.02,2021S05074620264.02,0264.02,462,2466023,Montréal,66023,34,5432,2741,0.9122,true
4620265.00,2021S05074620265.00,0265.00,462,2466023,Montréal,66023,28,4561,2378,0.4825,true
4620266.00,2021S05074620266.00,0266.00,462,2466023,Montréal,66023,23,3195,1809,0.753,true
4620267.00,2021S05074620267.00,0267.00,462,2466023,Montréal,66023,42,6463,2942,1.13,true
4620268.01,2021S05074620268.01,0268.01,462,2466023,Montréal,66023,22,6525,3068,0.575,true
4620268.02,2021S05074620268.02,0268.02,462,2466023,Montréal,66023,17,6170,2640,0.3028,true
4620268.03,2021S05074620268.03,0268.03,462,2466023,Montréal,66023,24,489,430,1.2724,true
4620269.00,2021S05074620269.00,0269.00,462,2466023,Montréal,66023,33,4521,2256,0.7814,true
4620270.00,2021S05074620270.00,0270.00,462,2466023,Montréal,66023,25,4739,2659,0.68,true
4620271.00,2021S05074620271.00,0271.00,462,2466023,Montréal,66023,28,3477,1713,0.4777,true
4620272.00,2021S05074620272.00,0272.00,462,2466023,Montréal,66023,23,3715,1922,0.5025,true
4620273.00,2021S05074620273.00,0273.00,462,2466023,Montréal,66023,26,4752,2487,0.5677,true
4620274.00,2021S05074620274.00,0274.00,462,2466023,Montréal,66023,21,3133,1451,0.4791,true
4620275.00,2021S05074620275.00,0275.00,462,2466023,Montréal,66023,27,4158,2189,0.6186,true
4620276.00,2021S05074620276.00,0276.00,462,2466023,Montréal,66023,39,5123,2712,0.8443,true
4620277.00,2021S05074620277.00,0277.00,462,2466023,Montréal,66023,25,4350,2223,0.5597,true
4620278.00,2021S05074620278.00,0278.00,462,2466023,Montréal,66023,26,4229,2219,0.5893,true
4620279.00,2021S05074620279.00,0279.00,462,2466023,Montréal,66023,36,4954,2362,0.9396,true
4620280.00,2021S05074620280.00,0280.00,462,2466023,Montréal,66023,28,4621,2259,0.5934,true
4620281.00,2021S05074620281.00,0281.00,462,2466023,Montréal,66023,18,3756,1801,1.084,true
4620282.00,2021S05074620282.00,0282.00,462,2466023,Montréal,66023,38,6549,2930,1.3292,true
4620283.01,2021S05074620283.01,0283.01,462,2466023,Montréal,66023,34,4058,1444,0.6087,true
4620283.02,2021S05074620283.02,0283.02,462,2466023,Montréal,66023,23,2891,1291,0.4695,true
4620284.00,2021S05074620284.00,0284.00,462,2466023,Montréal,66023,28,3489,1680,0.5811,true
4620285.00,2021S05074620285.00,0285.00,462,2466023,Montréal,66023,41,6335,2467,1.5071,true
4620286.00,2021S05074620286.00,0286.00,462,2466023,Montréal,66023,25,5433,2115,0.7928,true
4620287.01,2021S05074620287.01,0287.01,462,2466023,Montréal,66023,25,6636,3344,0.5354,true
4620287.02,2021S05074620287.02,0287.02,462,2466023,Montréal,66023,42,4740,1862,1.0998,true
4620288.00,2021S05074620288.00,0288.00,462,2466023,Montréal,66023,21,1473,417,1.8562,true
4620290.01,2021S05074620290.01,0290.01,462,2466023,Montréal,66023,35,2713,1069,1.2041,true
4620290.02,2021S05074620290.02,0290.02,462,2466023,Montréal,66023,46,5711,2272,1.7996,true
4620290.03,2021S05074620290.03,0290.03,462,2466023,Montréal,66023,21,4263,1845,0.6391,true
4620290.04,2021S05074620290.04,0290.04,462,2466023,Montréal,66023,73,6876,2582,2.8282,true
4620290.05,2021S05074620290.05,0290.05,462,2466023,Montréal,66023,47,5156,2467,2.2016,true
4620290.06,2021S05074620290.06,0290.06,462,2466023,Montréal,66023,43,5326,2083,0.8965,true
4620290.07,2021S05074620290.07,0290.07,462,2466023,Montréal,66023,32,4010,1614,0.5824,true
4620290.08,2021S05074620290.08,0290.08,462,2466023,Montréal,66023,37,4111,1580,1.1221,true
4620290.09,2021S05074620290.09,0290.09,462,2466023,Montréal,66023,36,4930,1835,1.066,true
4620291.01,2021S05074620291.01,0291.01,462,2466023,Montréal,66023,30,3900,1408,0.9801,true
4620291.03,2021S05074620291.03,0291.03,462,2466023,Montréal,66023,48,5854,1989,6.9126,true
4620291.04,2021S05074620291.04,0291.04,462,2466023,Montréal,66023,40,5222,1482,3.2058,true
4620300.00,2021S05074620300.00,0300.00,462,2466023,Montréal,66023,15,2797,1466,0.517,true
4620301.00,2021S05074620301.00,0301.00,462,2466023,Montréal,66023,25,5191,2836,0.4193,true
4620302.00,2021S05074620302.00,0302.00,462,2466023,Montréal,66023,11,2923,1686,0.2064,true
4620303.00,2021S05074620303.00,0303.00,462,2466023,Montréal,66023,12,2376,1398,0.2624,true
4620304.00,2021S05074620304.00,0304.00,462,2466023,Montréal,66023,12,3191,1866,0.268,true
4620305.00,2021S05074620305.00,0305.00,462,2466023,Montréal,66023,9,3973,2347,0.3501,true
4620306.00,2021S05074620306.00,0306.00,462,2466023,Montréal,66023,8,2781,1616,0.2248,true
4620307.00,2021S05074620307.00,0307.00,462,2466023,Montréal,66023,7,3032,1735,0.1736,true
4620308.00,2021S05074620308.00,0308.00,462,2466023,Montréal,66023,7,2688,1470,0.174,true
4620309.00,2021S05074620309.00,0309.00,462,2466023,Montréal,66023,9,1352,661,0.184,true
4620310.00,2021S05074620310.00,0310.00,462,2466023,Montréal,66023,16,3393,1680,0.4267,true
4620311.00,2021S05074620311.00,0311.00,462,2466023,Montréal,66023,16,4092,2192,0.3567,true
4620312.00,2021S05074620312.00,0312.00,462,2466023,Montréal,66023,13,3162,1701,0.3088,true
4620313.00,2021S05074620313.00,0313.00,462,2466023,Montréal,66023,15,3221,1596,0.4,true
4620314.00,2021S05074620314.00,0314.00,462,2466023,Montréal,66023,14,2448,1217,0.2571,true
4620315.00,2021S05074620315.00,0315.00,462,2466023,Montréal,66023,3,15,9,0.8046,false
4620316.00,2021S05074620316.00,0316.00,462,2466023,Montréal,66023,27,2174,865,0.574,true
4620317.03,2021S05074620317.03,0317.03,462,2466023,Montréal,66023,27,4450,2334,0.8086,true
4620317.05,2021S05074620317.05,0317.05,462,2466023,Montréal,66023,12,3545,1520,0.4656,true
4620317.06,2021S05074620317.06,0317.06,462,2466023,Montréal,66023,12,4943,2477,1.1379,true
4620317.07,2021S05074620317.07,0317.07,462,2466023,Montréal,66023,34,5410,2931,1.0139,true
4620317.08,2021S05074620317.08,0317.08,462,2466023,Montréal,66023,7,3220,1585,0.2821,true
4620320.00,2021S05074620320.00,0320.00,462,2466023,Montréal,66023,34,4814,2301,0.6871,true
4620321.00,2021S05074620321.00,0321.00,462,2466023,Montréal,66023,25,2918,1505,1.1037,true
4620322.02,2021S05074620322.02,0322.02,462,2466023,Montréal,66023,29,3840,1778,0.7779,true
4620322.03,2021S05074620322.03,0322.03,462,2466023,Montréal,66023,27,4936,2561,0.7649,true
4620322.04,2021S05074620322.04,0322.04,462,2466023,Montréal,66023,21,3357,1480,0.4562,true
4620323.00,2021S05074620323.00,0323.00,462,2466023,Montréal,66023,26,3118,1464,0.6227,true
4620324.01,2021S05074620324.01,0324.01,462,2466023,Montréal,66023,29,4734,2154,0.6742,true
4620324.02,2021S05074620324.02,0324.02,462,2466023,Montréal,66023,19,2894,1259,0.6744,true
4620325.01,2021S05074620325.01,0325.01,462,2466023,Montréal,66023,19,3818,1564,0.3931,true
4620325.02,2021S05074620325.02,0325.02,462,2466023,Montréal,66023,25,6728,2971,0.9792,true
4620325.03,2021S05074620325.03,0325.03,462,2466023,Montréal,66023,18,3758,1641,0.467,true
4620325.05,2021S05074620325.05,0325.05,462,2466023,Montréal,66023,30,9824,4593,0.9131,true
4620325.06,2021S05074620325.06,0325.06,462,2466023,Montréal,66023,28,4838,2378,0.7717,true
4620326.01,2021S05074620326.01,0326.01,462,2466023,Montréal,66023,26,2894,1215,2.531,true
4620326.02,2021S05074620326.02,0326.02,462,2466023,Montréal,66023,33,3778,1738,1.0835,true
4620326.03,2021S05074620326.03,0326.03,462,2466023,Montréal,66023,25,5000,2050,1.3147,true
4620327.00,2021S05074620327.00,0327.00,462,2466023,Montréal,66023,38,4891,2268,1.1026,true
4620328.00,2021S05074620328.00,0328.00,462,2466023,Montréal,66023,9,1874,862,0.4381,true
4620329.00,2021S05074620329.00,0329.00,462,2466023,Montréal,66023,24,4221,2038,0.6437,true
4620330.00,2021S05074620330.00,0330.00,462,2466023,Montréal,66023,55,5484,2623,2.0624,true
4620340.00,2021S05074620340.00,0340.00,462,2466047,Montréal-Ouest,66047,66,5115,2031,1.3688,true
4620350.00,2021S05074620350.00,0350.00,462,2466032,Westmount,66032,17,2594,1253,0.5595,true
4620351.00,2021S05074620351.00,0351.00,462,2466032,Westmount,66032,21,5004,3176,0.461,true
4620352.00,2021S05074620352.00,0352.00,462,2466032,Westmount,66032,23,2747,1367,0.4868,true
4620353.00,2021S05074620353.00,0353.00,462,2466032,Westmount,66032,22,2873,1243,0.4143,true
4620354.00,2021S05074620354.00,0354.00,462,2466032,Westmount,66032,32,3038,1040,0.8102,true
4620355.00,2021S05074620355.00,0355.00,462,2466032,Westmount,66032,21,1423,647,0.3074,true
4620356.00,2021S05074620356.00,0356.00,462,2466032,Westmount,66032,38,1979,697,1.0044,true
4620360.00,2021S05074620360.00,0360.00,462,2466023,Montréal,66023,20,1947,743,1.4255,true
4620361.00,2021S05074620361.00,0361.00,462,2466023,Montréal,66023,11,1720,849,0.1129,true
4620362.00,2021S05074620362.00,0362.00,462,2466023,Montréal,66023,25,2308,897,0.5241,true
4620363.00,2021S05074620363.00,0363.00,462,2466023,Montréal,66023,23,4617,2039,0.3711,true
4620364.00,2021S05074620364.00,0364.00,462,2466023,Montréal,66023,9,3321,1071,0.2338,true
4620365.00,2021S05074620365.00,0365.00,462,2466023,Montréal,66023,10,3263,1367,0.2478,true
4620366.00,2021S05074620366.00,0366.00,462,2466023,Montréal,66023,21,2505,1063,0.3523,true
4620367.00,2021S05074620367.00,0367.00,462,2466023,Montréal,66023,28,4948,1940,0.5421,true
4620370.00,2021S05074620370.00,0370.00,462,2466062,Hampstead,66062,75,7037,2622,1.7941,true
4620380.00,2021S05074620380.00,0380.00,462,2466058,Côte-Saint-Luc,66058,39,4247,1986,0.7658,true
4620381.00,2021S05074620381.00,0381.00,462,2466058,Côte-Saint-Luc,66058,33,6248,2722,0.5895,true
4620382.01,2021S05074620382.01,0382.01,462,2466058,Côte-Saint-Luc,66058,24,4130,1799,0.5803,true
4620382.02,2021S05074620382.02,0382.02,462,2466058,Côte-Saint-Luc,66058,41,4663,1611,1.5892,true
4620383.01,2021S05074620383.01,0383.01,462,2466058,Côte-Saint-Luc,66058,25,3887,1364,1.7688,true
4620383.02,2021S05074620383.02,0383.02,462,2466058,Côte-Saint-Luc,66058,29,8641,4476,1.5081,true
4620385.00,2021S05074620385.00,0385.00,462,2466058,Côte-Saint-Luc,66058,3,1574,1000,0.0371,true
4620390.00,2021S05074620390.00,0390.00,462,2466023,Montréal,66023,29,1603,881,1.0494,true
4620391.00,2021S05074620391.00,0391.00,462,2466023,Montréal,66023,21,1739,959,0.3196,true
4620392.00,2021S05074620392.00,0392.00,462,2466023,Montréal,66023,27,1587,867,0.4456,true
4620393.00,2021S05074620393.00,0393.00,462,2466023,Montréal,66023,40,6929,3473,1.0435,true
4620394.00,2021S05074620394.00,0394.00,462,2466023,Montréal,66023,37,4156,2183,1.3479,true
4620395.01,2021S05074620395.01,0395.01,462,2466023,Montréal,66023,31,2754,1212,7.5759,true
4620395.02,2021S05074620395.02,0395.02,462,2466023,Montréal,66023,26,6861,3183,0.6883,true
4620395.03,2021S05074620395.03,0395.03,462,2466023,Montréal,66023,27,4782,2478,0.6143,true
4620396.00,2021S05074620396.00,0396.00,462,2466023,Montréal,66023,50,6553,2716,1.4673,true
4620397.00,2021S05074620397.00,0397.00,462,2466023,Montréal,66023,47,3980,1455,1.1881,true
4620400.00,2021S05074620400.00,0400.00,462,2466072,Mont-Royal,66072,65,5412,2233,1.3867,true
4620401.00,2021S05074620401.00,0401.00,462,2466072,Mont-Royal,66072,54,3019,1285,0.966,true
4620402.00,2021S05074620402.00,0402.00,462,2466072,Mont-Royal,66072,49,1989,893,2.4426,true
4620403.00,2021S05074620403.00,0403.00,462,2466072,Mont-Royal,66072,78,5474,1964,1.3131,true
4620404.00,2021S05074620404.00,0404.00,462,2466072,Mont-Royal,66072,74,5059,1817,1.4371,true
4620410.01,2021S05074620410.01,0410.01,462,2466023,Montréal,66023,39,5529,2221,0.8679,true
4620410.02,2021S05074620410.02,0410.02,462,2466023,Montréal,66023,13,6013,2853,0.7639,true
4620410.03,2021S05074620410.03,0410.03,462,2466023,Montréal,66023,33,1756,617,2.2093,true
4620412.00,2021S05074620412.00,0412.00,462,2466023,Montréal,66023,82,7061,3122,1.5029,true
4620413.01,2021S05074620413.01,0413.01,462,2466023,Montréal,66023,34,3760,1399,0.8077,true
4620413.02,2021S05074620413.02,0413.02,462,2466023,Montréal,66023,20,4048,1640,0.8065,true
4620415.03,2021S05074620415.03,0415.03,462,2466023,Montréal,66023,9,4011,1895,0.2554,true
4620415.04,2021S05074620415.04,0415.04,462,2466023,Montréal,66023,14,5458,2445,0.4771,true
4620415.07,2021S05074620415.07,0415.07,462,2466023,Montréal,66023,39,7568,2886,1.2261,true
4620415.08,2021S05074620415.08,0415.08,462,2466023,Montréal,66023,99,2686,1116,16.6285,true
4620415.09,2021S05074620415.09,0415.09,462,2466023,Montréal,66023,98,3033,1112,9.8042,true
4620415.10,2021S05074620415.10,0415.10,462,2466023,Montréal,66023,31,5297,1991,1.0772,true
4620416.01,2021S05074620416.01,0416.01,462,2466023,Montréal,66023,35,4000,1440,0.8541,true
4620416.02,2021S05074620416.02,0416.02,462,2466023,Montréal,66023,15,3329,1209,1.039,true
4620417.01,2021S05074620417.01,0417.01,462,2466023,Montréal,66023,29,5046,2034,0.6668,true
4620417.02,2021S05074620417.02,0417.02,462,2466023,Montréal,66023,8,2748,944,0.3611,true
4620418.00,2021S05074620418.00,0418.00,462,2466023,Montréal,66023,68,5704,2713,1.3026,true
4620419.00,2021S05074620419.00,0419.00,462,2466023,Montréal,66023,12,4786,1862,0.3788,true
4620420.00,2021S05074620420.00,0420.00,462,2466023,Montréal,66023,47,5114,1829,0.8328,true
4620421.03,2021S05074620421.03,0421.03,462,2466023,Montréal,66023,10,2948,1184,0.1886,true
4620421.04,2021S05074620421.04,0421.04,462,2466023,Montréal,66023,13,4407,1876,0.3674,true
4620421.05,2021S05074620421.05,0421.05,462,2466023,Montréal,66023,7,2339,1065,0.304,true
4620421.06,2021S05074620421.06,0421.06,462,2466023,Montréal,66023,9,5463,2114,0.1118,true
4620430.00,2021S05074620430.00,0430.00,462,2466087,Dorval,66087,46,7238,3894,1.9961,true
4620431.00,2021S05074620431.00,0431.00,462,2466087,Dorval,66087,59,5443,2479,2.2047,true
4620432.00,2021S05074620432.00,0432.00,462,2466087,Dorval,66087,49,3134,1263,1.3173,true
4620433.00,2021S05074620433.00,0433.00,462,2466087,Dorval,66087,128,3487,1422,15.3944,true
4620440.00,2021S05074620440.00,0440.00,462,2466092,L'Île-Dorval,66092,5,30,79,0.1938,false
4620450.00,2021S05074620450.00,0450.00,462,2466097,Pointe-Claire,66097,68,7140,3428,3.7708,true
4620451.00,2021S05074620451.00,0451.00,462,2466097,Pointe-Claire,66097,80,6986,3046,3.3209,true
4620452.00,2021S05074620452.00,0452.00,462,2466097,Pointe-Claire,66097,71,8886,3416,3.1538,true
4620453.01,2021S05074620453.01,0453.01,462,2466097,Pointe-Claire,66097,54,5543,2125,1.9754,true
4620453.02,2021S05074620453.02,0453.02,462,2466097,Pointe-Claire,66097,72,4933,1808,6.6887,true
4620460.00,2021S05074620460.00,0460.00,462,2466107,Beaconsfield,66107,87,5367,1925,3.5891,true
4620461.00,2021S05074620461.00,0461.00,462,2466107,Beaconsfield,66107,50,2926,1079,1.8753,true
4620462.01,2021S05074620462.01,0462.01,462,2466107,Beaconsfield,66107,74,5148,1960,2.3805,true
4620462.02,2021S05074620462.02,0462.02,462,2466107,Beaconsfield,66107,59,5836,1951,3.1859,true
4620470.01,2021S05074620470.01,0470.01,462,2466102,Kirkland,66102,80,7022,2616,3.5134,true
4620470.03,2021S05074620470.03,0470.03,462,2466102,Kirkland,66102,68,4907,1604,2.4327,true
4620470.04,2021S05074620470.04,0470.04,462,2466102,Kirkland,66102,29,3487,1226,1.5811,true
4620470.05,2021S05074620470.05,0470.05,462,2466102,Kirkland,66102,53,3997,1344,2.1217,true
4620480.00,2021S05074620480.00,0480.00,462,2466112,Baie-D'Urfé,66112,85,3764,1375,6.0329,true
4620490.00,2021S05074620490.00,0490.00,462,2466117,Sainte-Anne-de-Bellevue,66117,50,2532,1508,0.6826,true
4620491.00,2021S05074620491.00,0491.00,462,2466117,Sainte-Anne-de-Bellevue,66117,64,2495,796,9.7732,true
4620500.00,2021S05074620500.00,0500.00,462,2466127,Senneville,66127,19,951,377,7.4458,true
4620511.01,2021S05074620511.01,0511.01,462,2466023,Montréal,66023,28,3325,1228,1.4386,true
4620511.02,2021S05074620511.02,0511.02,462,2466023,Montréal,66023,34,6667,2487,1.5291,true
4620512.02,2021S05074620512.02,0512.02,462,2466023,Montréal,66023,46,4568,1946,1.4535,true
4620512.03,2021S05074620512.03,0512.03,462,2466023,Montréal,66023,13,2552,1349,0.6724,true
4620512.04,2021S05074620512.04,0512.04,462,2466023,Montréal,66023,59,6579,2477,1.7653,true
4620513.01,2021S05074620513.01,0513.01,462,2466023,Montréal,66023,36,5002,1719,1.0856,true
4620513.02,2021S05074620513.02,0513.02,462,2466023,Montréal,66023,34,4581,1942,1.2477,true
4620514.01,2021S05074620514.01,0514.01,462,2466023,Montréal,66023,70,6896,2726,1.9946,true
4620514.02,2021S05074620514.02,0514.02,462,2466023,Montréal,66023,57,6132,2197,1.8747,true
4620515.01,2021S05074620515.01,0515.01,462,2466023,Montréal,66023,52,6413,2271,9.0448,true
4620515.02,2021S05074620515.02,0515.02,462,2466023,Montréal,66023,28,4376,1531,0.9244,true
4620515.03,2021S05074620515.03,0515.03,462,2466023,Montréal,66023,31,3453,1264,0.9667,true
4620515.04,2021S05074620515.04,0515.04,462,2466023,Montréal,66023,31,3708,1368,0.834,true
4620520.02,2021S05074620520.02,0520.02,462,2466142,Dollard-Des Ormeaux,66142,41,7112,2574,1.6246,true
4620520.03,2021S05074620520.03,0520.03,462,2466142,Dollard-Des Ormeaux,66142,18,3764,1362,1.4848,true
4620520.04,2021S05074620520.04,0520.04,462,2466142,Dollard-Des Ormeaux,66142,25,4638,1767,1.06,true
4620521.01,2021S05074620521.01,0521.01,462,2466142,Dollard-Des Ormeaux,66142,20,4857,2018,0.8405,true
4620521.04,2021S05074620521.04,0521.04,462,2466142,Dollard-Des Ormeaux,66142,50,4768,1758,1.402,true
4620521.05,2021S05074620521.05,0521.05,462,2466142,Dollard-Des Ormeaux,66142,38,4587,1483,1.347,true
4620521.06,2021S05074620521.06,0521.06,462,2466142,Dollard-Des Ormeaux,66142,49,5147,1965,2.0915,true
4620521.07,2021S05074620521.07,0521.07,462,2466142,Dollard-Des Ormeaux,66142,49,4070,1276,2.0583,true
4620522.01,2021S05074620522.01,0522.01,462,2466142,Dollard-Des Ormeaux,66142,42,3464,1336,1.2251,true
4620522.02,2021S05074620522.02,0522.02,462,2466142,Dollard-Des Ormeaux,66142,32,3506,1405,1.0869,true
4620523.00,2021S05074620523.00,0523.00,462,2466142,Dollard-Des Ormeaux,66142,38,2490,819,0.763,true
4620530.00,2021S05074620530.00,0530.00,462,2466023,Montréal,66023,63,6130,2244,2.2483,true
4620540.00,2021S05074620540.00,0540.00,462,2466023,Montréal,66023,28,3969,1768,0.8582,true
4620550.02,2021S05074620550.02,0550.02,462,2466023,Montréal,66023,33,3327,1323,13.2161,true
4620550.03,2021S05074620550.03,0550.03,462,2466023,Montréal,66023,71,6780,2308,4.9277,true
4620550.04,2021S05074620550.04,0550.04,462,2466023,Montréal,66023,52,4809,1838,4.3636,true
4620570.00,2021S05074620570.00,0570.00,462,2466007,Montréal-Est,66007,98,4394,2124,12.1514,true
4620580.01,2021S05074620580.01,0580.01,462,2466023,Montréal,66023,32,4853,2409,1.1689,true
4620580.02,2021S05074620580.02,0580.02,462,2466023,Montréal,66023,20,3235,1631,0.8104,true
4620580.03,2021S05074620580.03,0580.03,462,2466023,Montréal,66023,43,3829,1626,1.0637,true
4620581.01,2021S05074620581.01,0581.01,462,2466023,Montréal,66023,36,5825,2087,1.2978,true
4620581.02,2021S05074620581.02,0581.02,462,2466023,Montréal,66023,28,3490,1587,0.669,true
4620582.01,2021S05074620582.01,0582.01,462,2466023,Montréal,66023,40,6340,3184,1.1603,true
4620582.02,2021S05074620582.02,0582.02,462,2466023,Montréal,66023,47,5918,2706,1.291,true
4620583.00,2021S05074620583.00,0583.00,462,2466023,Montréal,66023,43,3208,1358,0.7472,true
4620584.00,2021S05074620584.00,0584.00,462,2466023,Montréal,66023,64,7066,3437,1.6023,true
4620585.01,2021S05074620585.01,0585.01,462,2466023,Montréal,66023,28,2281,925,3.4427,true
4620585.02,2021S05074620585.02,0585.02,462,2466023,Montréal,66023,74,3824,1803,5.5997,true
4620590.01,2021S05074620590.01,0590.01,462,2466023,Montréal,66023,30,5526,2321,1.4873,true
4620590.02,2021S05074620590.02,0590.02,462,2466023,Montréal,66023,19,3452,1469,0.3001,true
4620591.01,2021S05074620591.01,0591.01,462,2466023,Montréal,66023,31,2704,1098,0.4871,true
4620591.02,2021S05074620591.02,0591.02,462,2466023,Montréal,66023,29,4117,1709,0.6854,true
4620592.00,2021S05074620592.00,0592.00,462,2466023,Montréal,66023,45,7570,3219,0.9577,true
4620593.01,2021S05074620593.01,0593.01,462,2466023,Montréal,66023,33,4862,2656,1.0423,true
4620593.02,2021S05074620593.02,0593.02,462,2466023,Montréal,66023,20,4575,2065,0.485,true
4620594.01,2021S05074620594.01,0594.01,462,2466023,Montréal,66023,17,2848,1367,0.4003,true
4620594.02,2021S05074620594.02,0594.02,462,2466023,Montréal,66023,100,7589,3490,7.8918,true
4620600.01,2021S05074620600.01,0600.01,462,2466023,Montréal,66023,26,4022,1623,0.7408,true
4620600.02,2021S05074620600.02,0600.02,462,2466023,Montréal,66023,16,4118,1795,0.4131,true
4620600.03,2021S05074620600.03,0600.03,462,2466023,Montréal,66023,37,7091,2794,0.6969,true
4620601.01,2021S05074620601.01,0601.01,462,2466023,Montréal,66023,22,3373,1386,0.3212,true
4620601.02,2021S05074620601.02,0601.02,462,2466023,Montréal,66023,15,4827,2015,0.4274,true
4620602.01,2021S05074620602.01,0602.01,462,2466023,Montréal,66023,24,3780,1676,0.5393,true
4620602.02,2021S05074620602.02,0602.02,462,2466023,Montréal,66023,20,2794,1221,0.6153,true
4620603.01,2021S05074620603.01,0603.01,462,2466023,Montréal,66023,17,3598,1543,0.5328,true
4620603.02,2021S05074620603.02,0603.02,462,2466023,Montréal,66023,30,4252,1665,0.6245,true
4620603.03,2021S05074620603.03,0603.03,462,2466023,Montréal,66023,14,3281,1372,0.3558,true
4620604.01,2021S05074620604.01,0604.01,462,2466023,Montréal,66023,31,3550,1329,0.935,true
4620604.02,2021S05074620604.02,0604.02,462,2466023,Montréal,66023,23,4517,1800,0.3407,true
4620604.03,2021S05074620604.03,0604.03,462,2466023,Montréal,66023,17,3012,1277,0.4953,true
4620604.04,2021S05074620604.04,0604.04,462,2466023,Montréal,66023,15,3457,1385,0.7591,true
4620604.05,2021S05074620604.05,0604.05,462,2466023,Montréal,66023,22,5279,1931,0.592,true
4620605.01,2021S05074620605.01,0605.01,462,2466023,Montréal,66023,39,3525,1672,1.3505,true
4620605.02,2021S05074620605.02,0605.02,462,2466023,Montréal,66023,24,1997,749,0.578,true
4620605.03,2021S05074620605.03,0605.03,462,2466023,Montréal,66023,33,5854,2475,1.0306,true
4620605.04,2021S05074620605.04,0605.04,462,2466023,Montréal,66023,23,4898,1985,1.5873,true
4620605.05,2021S05074620605.05,0605.05,462,2466023,Montréal,66023,23,2270,949,0.5718,true
4620610.01,2021S05074620610.01,0610.01,462,2466023,Montréal,66023,19,4777,2096,0.9303,true
4620610.02,2021S05074620610.02,0610.02,462,2466023,Montréal,66023,25,4612,1943,0.4615,true
4620610.03,2021S05074620610.03,0610.03,462,2466023,Montréal,66023,36,5684,2284,0.7841,true
4620610.04,2021S05074620610.04,0610.04,462,2466023,Montréal,66023,7,3973,1840,0.1945,true
4620610.05,2021S05074620610.05,0610.05,462,2466023,Montréal,66023,10,4856,2206,0.3851,true
4620610.06,2021S05074620610.06,0610.06,462,2466023,Montréal,66023,12,2822,1170,0.3428,true
4620610.07,2021S05074620610.07,0610.07,462,2466023,Montréal,66023,11,4659,1645,0.5503,true
4620611.01,2021S05074620611.01,0611.01,462,2466023,Montréal,66023,37,3036,1247,0.7079,true
4620611.02,2021S05074620611.02,0611.02,462,2466023,Montréal,66023,33,5839,2413,0.5646,true
4620612.00,2021S05074620612.00,0612.00,462,2466023,Montréal,66023,42,4813,2000,0.7475,true
4620613.00,2021S05074620613.00,0613.00,462,2466023,Montréal,66023,48,7813,3312,0.9913,true
4620614.00,2021S05074620614.00,0614.00,462,2466023,Montréal,66023,21,3827,1814,0.4445,true
4620615.00,2021S05074620615.00,0615.00,462,2466023,Montréal,66023,34,5848,2441,0.5598,true
4620616.00,2021S05074620616.00,0616.00,462,2466023,Montréal,66023,35,6896,2834,0.7547,true
4620617.01,2021S05074620617.01,0617.01,462,2466023,Montréal,66023,40,5616,2268,0.9045,true
4620617.02,2021S05074620617.02,0617.02,462,2466023,Montréal,66023,37,3904,1717,0.6564,true
4620618.00,2021S05074620618.00,0618.00,462,2466023,Montréal,66023,26,3611,1782,0.4985,true
4620619.00,2021S05074620619.00,0619.00,462,2466023,Montréal,66023,29,5885,3268,0.5858,true
