ct_uid,admin_name,admin_geography_type,places_touched,name_is_a_majority_call,population_in_place,tract_population,population_named_elsewhere,assignment_basis
4620317.07,Verdun,borough,1,False,5410,5410,0,population
4620317.08,Verdun,borough,1,False,3220,3220,0,population
4620320.00,LaSalle,borough,1,False,4814,4814,0,population
4620321.00,LaSalle,borough,1,False,2918,2918,0,population
4620322.02,LaSalle,borough,1,False,3840,3840,0,population
4620322.03,LaSalle,borough,1,False,4936,4936,0,population
4620322.04,LaSalle,borough,1,False,3357,3357,0,population
4620323.00,LaSalle,borough,1,False,3118,3118,0,population
4620324.01,LaSalle,borough,1,False,4734,4734,0,population
4620324.02,LaSalle,borough,1,False,2894,2894,0,population
4620325.01,LaSalle,borough,1,False,3818,3818,0,population
4620325.02,LaSalle,borough,1,False,6728,6728,0,population
4620325.03,LaSalle,borough,1,False,3758,3758,0,population
4620325.05,LaSalle,borough,1,False,9824,9824,0,population
4620325.06,LaSalle,borough,1,False,4838,4838,0,population
4620326.01,LaSalle,borough,1,False,2894,2894,0,population
4620326.02,LaSalle,borough,1,False,3778,3778,0,population
4620326.03,LaSalle,borough,1,False,5000,5000,0,population
4620327.00,LaSalle,borough,1,False,4891,4891,0,population
4620328.00,LaSalle,borough,1,False,1874,1874,0,population
4620329.00,LaSalle,borough,1,False,4221,4221,0,population
4620330.00,Lachine,borough,1,False,5484,5484,0,population
4620340.00,Montréal-Ouest,linked_city,1,False,5115,5115,0,population
4620350.00,Westmount,linked_city,1,False,2594,2594,0,population
4620351.00,Westmount,linked_city,1,False,5004,5004,0,population
4620352.00,Westmount,linked_city,1,False,2747,2747,0,population
4620353.00,Westmount,linked_city,1,False,2873,2873,0,population
4620354.00,Westmount,linked_city,1,False,3038,3038,0,population
4620355.00,Westmount,linked_city,1,False,1423,1423,0,population
4620356.00,Westmount,linked_city,1,False,1979,1979,0,population
4620360.00,Outremont,borough,1,False,1947,1947,0,population
4620361.00,Outremont,borough,1,False,1720,1720,0,population
4620362.00,Outremont,borough,1,False,2308,2308,0,population
4620363.00,Outremont,borough,1,False,4617,4617,0,population
4620364.00,Outremont,borough,1,False,3321,3321,0,population
4620365.00,Outremont,borough,1,False,3263,3263,0,population
4620366.00,Outremont,borough,1,False,2505,2505,0,population
4620367.00,Outremont,borough,1,False,4948,4948,0,population
4620370.00,Hampstead,linked_city,1,False,7037,7037,0,population
4620380.00,Côte-Saint-Luc,linked_city,1,False,4247,4247,0,population
4620381.00,Côte-Saint-Luc,linked_city,1,False,6248,6248,0,population
4620382.01,Côte-Saint-Luc,linked_city,1,False,4130,4130,0,population
4620382.02,Côte-Saint-Luc,linked_city,1,False,4663,4663,0,population
4620383.01,Côte-Saint-Luc,linked_city,1,False,3887,3887,0,population
4620383.02,Côte-Saint-Luc,linked_city,1,False,8641,8641,0,population
4620385.00,Côte-Saint-Luc,linked_city,1,False,1574,1574,0,population
4620390.00,Lachine,borough,1,False,1603,1603,0,population
4620391.00,Lachine,borough,1,False,1739,1739,0,population
4620392.00,Lachine,borough,1,False,1587,1587,0,population
4620393.00,Lachine,borough,1,False,6929,6929,0,population
4620394.00,Lachine,borough,1,False,4156,4156,0,population
4620395.01,Lachine,borough,1,False,2754,2754,0,population
4620395.02,Lachine,borough,1,False,6861,6861,0,population
4620395.03,Lachine,borough,1,False,4782,4782,0,population
4620396.00,Lachine,borough,1,False,6553,6553,0,population
4620397.00,Lachine,borough,1,False,3980,3980,0,population
4620400.00,Mont-Royal,linked_city,1,False,5412,5412,0,population
4620401.00,Mont-Royal,linked_city,1,False,3019,3019,0,population
4620402.00,Mont-Royal,linked_city,1,False,1989,1989,0,population
4620403.00,Mont-Royal,linked_city,1,False,5474,5474,0,population
4620404.00,Mont-Royal,linked_city,1,False,5059,5059,0,population
4620410.01,Saint-Laurent,borough,1,False,5529,5529,0,population
4620410.02,Saint-Laurent,borough,1,False,6013,6013,0,population
4620410.03,Saint-Laurent,borough,1,False,1756,1756,0,population
4620412.00,Saint-Laurent,borough,1,False,7061,7061,0,population
4620413.01,Saint-Laurent,borough,1,False,3760,3760,0,population
4620413.02,Saint-Laurent,borough,1,False,4048,4048,0,population
4620415.03,Saint-Laurent,borough,1,False,4011,4011,0,population
4620415.04,Saint-Laurent,borough,1,False,5458,5458,0,population
4620415.07,Saint-Laurent,borough,1,False,7568,7568,0,population
4620415.08,Saint-Laurent,borough,1,False,2686,2686,0,population
4620415.09,Saint-Laurent,borough,1,False,3033,3033,0,population
4620415.10,Saint-Laurent,borough,1,False,5297,5297,0,population
4620416.01,Saint-Laurent,borough,1,False,4000,4000,0,population
4620416.02,Saint-Laurent,borough,1,False,3329,3329,0,population
4620417.01,Saint-Laurent,borough,1,False,5046,5046,0,population
4620417.02,Saint-Laurent,borough,1,False,2748,2748,0,population
4620418.00,Saint-Laurent,borough,1,False,5704,5704,0,population
4620419.00,Saint-Laurent,borough,1,False,4786,4786,0,population
4620420.00,Saint-Laurent,borough,1,False,5114,5114,0,population
4620421.03,Saint-Laurent,borough,1,False,2948,2948,0,population
4620421.04,Saint-Laurent,borough,1,False,4407,4407,0,population
4620421.05,Saint-Laurent,borough,2,True,2339,2339,0,population
4620421.06,Saint-Laurent,borough,1,False,5463,5463,0,population
4620430.00,Dorval,linked_city,1,False,7238,7238,0,population
4620431.00,Dorval,linked_city,1,False,5443,5443,0,population
4620432.00,Dorval,linked_city,1,False,3134,3134,0,population
4620433.00,Dorval,linked_city,1,False,3487,3487,0,population
4620440.00,L'Île-Dorval,linked_city,1,False,30,30,0,population
4620450.00,Pointe-Claire,linked_city,1,False,7140,7140,0,population
4620451.00,Pointe-Claire,linked_city,1,False,6986,6986,0,population
4620452.00,Pointe-Claire,linked_city,1,False,8886,8886,0,population
4620453.01,Pointe-Claire,linked_city,1,False,5543,5543,0,population
4620453.02,Pointe-Claire,linked_city,1,False,4933,4933,0,population
4620460.00,Beaconsfield,linked_city,1,False,5367,5367,0,population
4620461.00,Beaconsfield,linked_city,1,False,2926,2926,0,population
4620462.01,Beaconsfield,linked_city,1,False,5148,5148,0,population
4620462.02,Beaconsfield,linked_city,1,False,5836,5836,0,population
4620470.01,Kirkland,linked_city,1,False,7022,7022,0,population
4620470.03,Kirkland,linked_city,1,False,4907,4907,0,population
4620470.04,Kirkland,linked_city,1,False,3487,3487,0,population
4620470.05,Kirkland,linked_city,1,False,3997,3997,0,population
4620480.00,Baie-D'Urfé,linked_city,1,False,3764,3764,0,population
4620490.00,Sainte-Anne-de-Bellevue,linked_city,1,False,2532,2532,0,population
4620491.00,Sainte-Anne-de-Bellevue,linked_city,1,False,2495,2495,0,population
4620500.00,Senneville,linked_city,1,False,951,951,0,population
4620511.01,Pierrefonds-Roxboro,borough,1,False,3325,3325,0,population
4620511.02,Pierrefonds-Roxboro,borough,2,True,6191,6667,476,population
4620512.02,Pierrefonds-Roxboro,borough,1,False,4568,4568,0,population
4620512.03,Pierrefonds-Roxboro,borough,1,False,2552,2552,0,population
4620512.04,Pierrefonds-Roxboro,borough,1,False,6579,6579,0,population
4620513.01,Pierrefonds-Roxboro,borough,1,False,5002,5002,0,population
4620513.02,Pierrefonds-Roxboro,borough,1,False,4581,4581,0,population
4620514.01,Pierrefonds-Roxboro,borough,1,False,6896,6896,0,population
4620514.02,Pierrefonds-Roxboro,borough,1,False,6132,6132,0,population
4620515.01,Pierrefonds-Roxboro,borough,1,False,6413,6413,0,population
4620515.02,Pierrefonds-Roxboro,borough,1,False,4376,4376,0,population
4620515.03,Pierrefonds-Roxboro,borough,1,False,3453,3453,0,population
4620515.04,Pierrefonds-Roxboro,borough,1,False,3708,3708,0,population
4620520.02,Dollard-des-Ormeaux,linked_city,1,False,7112,7112,0,population
4620520.03,Dollard-des-Ormeaux,linked_city,1,False,3764,3764,0,population
4620520.04,Dollard-des-Ormeaux,linked_city,1,False,4638,4638,0,population
4620521.01,Dollard-des-Ormeaux,linked_city,1,False,4857,4857,0,population
4620521.04,Dollard-des-Ormeaux,linked_city,1,False,4768,4768,0,population
4620521.05,Dollard-des-Ormeaux,linked_city,1,False,4587,4587,0,population
4620521.06,Dollard-des-Ormeaux,linked_city,1,False,5147,5147,0,population
4620521.07,Dollard-des-Ormeaux,linked_city,1,False,4070,4070,0,population
4620522.01,Dollard-des-Ormeaux,linked_city,1,False,3464,3464,0,population
4620522.02,Dollard-des-Ormeaux,linked_city,1,False,3506,3506,0,population
4620523.00,Dollard-des-Ormeaux,linked_city,1,False,2490,2490,0,population
4620530.00,Pierrefonds-Roxboro,borough,1,False,6130,6130,0,population
4620540.00,L'Île-Bizard-Sainte-Geneviève,borough,1,False,3969,3969,0,population
4620550.02,L'Île-Bizard-Sainte-Geneviève,borough,1,False,3327,3327,0,population
4620550.03,L'Île-Bizard-Sainte-Geneviève,borough,1,False,6780,6780,0,population
4620550.04,L'Île-Bizard-Sainte-Geneviève,borough,1,False,4809,4809,0,population
4620570.00,Montréal-Est,linked_city,1,False,4394,4394,0,population
4620580.01,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,4853,4853,0,population
4620580.02,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,3235,3235,0,population
4620580.03,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,3829,3829,0,population
4620581.01,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,5825,5825,0,population
4620581.02,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,3490,3490,0,population
4620582.01,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,6340,6340,0,population
4620582.02,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,5918,5918,0,population
4620583.00,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,3208,3208,0,population
4620584.00,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,7066,7066,0,population
4620585.01,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,2281,2281,0,population
4620585.02,Rivière-des-Prairies-Pointe-aux-Trembles,borough,1,False,3824,3824,0,population
4620590.01,Anjou,borough,1,False,5526,5526,0,population
4620590.02,Anjou,borough,1,False,3452,3452,0,population
4620591.01,Anjou,borough,1,False,2704,2704,0,population
4620591.02,Anjou,borough,1,False,4117,4117,0,population
4620592.00,Anjou,borough,1,False,7570,7570,0,population
4620593.01,Anjou,borough,1,False,4862,4862,0,population
4620593.02,Anjou,borough,1,False,4575,4575,0,population
4620594.01,Anjou,borough,1,False,2848,2848,0,population
4620594.02,Anjou,borough,1,False,7589,7589,0,population
4620600.01,Saint-Léonard,borough,1,False,4022,4022,0,population
4620600.02,Saint-Léonard,borough,1,False,4118,4118,0,population
4620600.03,Saint-Léonard,borough,1,False,7091,7091,0,population
4620601.01,Saint-Léonard,borough,1,False,3373,3373,0,population
4620601.02,Saint-Léonard,borough,1,False,4827,4827,0,population
4620602.01,Saint-Léonard,borough,1,False,3780,3780,0,population
4620602.02,Saint-Léonard,borough,1,False,2794,2794,0,population
4620603.01,Saint-Léonard,borough,1,False,3598,3598,0,population
4620603.02,Saint-Léonard,borough,1,False,4252,4252,0,population
4620603.03,Saint-Léonard,borough,1,False,3281,3281,0,population
4620604.01,Saint-Léonard,borough,1,False,3550,3550,0,population
4620604.02,Saint-Léonard,borough,1,False,4517,4517,0,population
4620604.03,Saint-Léonard,borough,1,False,3012,3012,0,population
4620604.04,Saint-Léonard,borough,1,False,3457,3457,0,population
4620604.05,Saint-Léonard,borough,1,False,5279,5279,0,population
4620605.01,Saint-Léonard,borough,1,False,3525,3525,0,population
4620605.02,Saint-Léonard,borough,1,False,1997,1997,0,population
4620605.03,Saint-Léonard,borough,1,False,5854,5854,0,population
4620605.04,Saint-Léonard,borough,1,False,4898,4898,0,population
4620605.05,Saint-Léonard,borough,1,False,2270,2270,0,population
4620610.01,Montréal-Nord,borough,1,False,4777,4777,0,population
4620610.02,Montréal-Nord,borough,1,False,4612,4612,0,population
4620610.03,Montréal-Nord,borough,1,False,5684,5684,0,population
4620610.04,Montréal-Nord,borough,1,False,3973,3973,0,population
4620610.05,Montréal-Nord,borough,1,False,4856,4856,0,population
4620610.06,Montréal-Nord,borough,1,False,2822,2822,0,population
4620610.07,Montréal-Nord,borough,1,False,4659,4659,0,population
4620611.01,Montréal-Nord,borough,1,False,3036,3036,0,population
4620611.02,Montréal-Nord,borough,1,False,5839,5839,0,population
4620612.00,Montréal-Nord,borough,1,False,4813,4813,0,population
4620613.00,Montréal-Nord,borough,1,False,7813,7813,0,population
4620614.00,Montréal-Nord,borough,1,False,3827,3827,0,population
4620615.00,Montréal-Nord,borough,1,False,5848,5848,0,population
4620616.00,Montréal-Nord,borough,1,False,6896,6896,0,population
4620617.01,Montréal-Nord,borough,1,False,5616,5616,0,population
4620617.02,Montréal-Nord,borough,1,False,3904,3904,0,population
4620618.00,Montréal-Nord,borough,1,False,3611,3611,0,population
4620619.00,Montréal-Nord,borough,1,False,5885,5885,0,population
